"COMID"	"Value"
1	28.1
2	0.3
3	28.3
4	11.4
5	29.3
6	1.2
7	69.6
8	1
9	0
10	0.4
11	15.5
12	0.1
13	0.7
14	15.9
15	0.8
16	12.6
17	29.8
18	37
19	37.2
20	37.9
21	3.4
22	24.6
23	0.2
24	0
25	6.4
26	5.6
27	3.8
28	22.6
29	4.8
30	1.4
31	31.3
32	26
33	22.9
34	0
35	7.5
36	0.2
37	9.9
38	0.3
39	0
40	31.5
41	15.5
42	2.5
43	40.3
44	23.3
45	0.6
46	0.7
47	8.3
48	22.2
49	3.2
50	1.8
51	0
52	1.2
53	0.4
54	27.1
55	25.6
56	26.7
57	22.8
58	0
59	1
60	0
61	0.4
62	0.3
63	30.4
64	1.1
65	0.3
66	6.1
67	14.3
68	5.5
69	0.9
70	0.8
71	0.8
72	7.1
73	0.1
74	46.6
75	1.3
76	1.3
77	4.2
78	0.7
79	17.9
80	0.8
81	4.2
82	2.2
83	3.3
84	0.3
85	4.9
86	11.1
87	0.1
88	0.1
89	0.2
90	1.2
91	4.3
92	13.8
93	4.5
94	0.2
95	69.7
96	0.3
97	18.1
98	0.3
99	0.2
100	16.7
101	16.5
102	2.4
103	0
104	2.7
105	1.1
106	13.1
107	0.3
108	0.4
109	0.6
110	0.3
111	0.7
112	16.7
113	0
114	19
115	1.2
116	12.3
117	21.5
118	7.6
119	0.1
120	0.4
121	0.9
122	2
123	0.9
124	6.3
125	25.7
126	6.7
127	4.8
128	20.5
129	0.1
130	1.8
131	3.5
132	0.3
133	16.9
134	1.2
135	3.9
136	22
137	16.1
138	0.3
139	0.2
140	1.4
141	0.9
142	0.6
143	0.2
144	0.6
145	0.3
146	9.3
147	30.1
148	13.4
149	2.3
150	13.2
151	5.5
152	3
153	0.2
154	1.9
155	1.3
156	1.9
157	12.5
158	0.4
159	4.5
160	3.3
161	1.8
162	0.5
163	1.3
164	1.1
165	0.1
166	0.4
167	11.2
168	0.3
169	11.4
170	1.8
171	22.8
172	1
173	2.5
174	0.3
175	1.7
176	14.4
177	5.4
178	1
179	3.7
180	0.3
181	0.8
182	0.7
183	1.8
184	0.3
185	0.4
186	0.9
187	0.5
188	0.3
189	0.3
190	1.1
191	0.3
192	1.6
193	0.8
194	16.4
195	2.9
196	0.3
197	6.8
198	0.2
199	3.1
200	0.3
201	0.2
202	0.6
203	0.4
204	0.2
205	0.6
206	7.3
207	3.4
208	16
209	2.4
210	27.1
211	30.5
212	13.5
213	1.5
214	0.4
215	8.7
216	0.6
217	4.9
218	0.1
219	0.1
220	0.4
221	0.5
222	8
223	14.2
224	0.6
225	0.2
226	5.2
227	1.5
228	3.7
229	0.2
230	3.9
231	12.5
232	0.3
233	10.8
234	0.5
235	1.5
236	1.4
237	3.1
238	0.2
239	8.6
240	39.7
241	5
242	0.3
243	0.3
244	12.7
245	6
246	8.7
247	1.1
248	0.7
249	0.3
250	11.4
251	5.4
252	46.2
253	0.5
254	0.4
255	0.2
256	5
257	0.3
258	4.9
259	1.2
260	0.5
261	4.8
262	4.7
263	2
264	0.2
265	0.2
266	2.8
267	10.7
268	18.5
269	11.2
270	0.1
271	23.4
272	5
273	8.8
274	0.3
275	4.2
276	0.5
277	0.2
278	3.9
279	0.2
280	4.2
281	3.9
282	8.2
283	0.2
284	3.5
285	0.5
286	3.1
287	47.5
288	1.7
289	0.3
290	0
291	10.5
292	2.1
293	0.3
294	28.5
295	0.1
296	2
297	3.1
298	0.2
299	6.4
300	2.8
301	0.3
302	2.9
303	1.6
304	1.7
305	3.1
306	3
307	2.2
308	11.7
309	0.5
310	0.6
311	2
312	1.6
313	0.8
314	1.5
315	0.3
316	0.4
317	0.3
318	2.5
319	0.4
320	1.5
321	0.1
322	0.6
323	1.8
324	0.6
325	0.7
326	19.6
327	0.6
328	0.6
329	0.3
330	0.8
331	0.5
332	0.3
333	0.8
334	0.4
335	6.2
336	0.6
337	1.2
338	0.7
339	1
340	0.8
341	0.7
342	0.3
343	0.9
344	3.7
345	1.1
346	2.7
347	0.8
348	3
349	1.9
350	0.7
351	0.7
352	0.6
353	16
354	1.5
355	1.2
356	0.7
357	2.3
358	1.3
359	0.3
360	1.3
361	0.5
362	1.2
363	1.2
364	0.3
365	7.3
366	5
367	0.3
368	30.4
369	0.2
370	21.5
371	0.6
372	1.1
373	3.1
374	0.2
375	21.5
376	1.1
377	22.1
378	2.2
379	0.3
380	20.3
381	0.2
382	0.7
383	13.7
384	0.3
385	2
386	0.2
387	26.3
388	1.7
389	3
390	23.4
391	0.7
392	4.1
393	0.8
394	0.8
395	1.2
396	2.3
397	0.8
398	0.3
399	4.8
400	0.4
401	37.8
402	0.6
403	2
404	0.3
405	2
406	28.9
407	2.6
408	0.4
409	0.4
410	45
411	23.8
412	1.7
413	40.2
414	1.2
415	1.6
416	0.4
417	0.5
418	1.2
419	5.6
420	0.8
421	1.8
422	1.9
423	12
424	25.7
425	50.3
426	0.7
427	49.6
428	20.1
429	9.3
430	41.7
431	1.6
432	2.6
433	45.1
434	4.1
435	0.8
436	28.4
437	3.6
438	67.4
439	0.7
440	15.6
441	31.3
442	0.5
443	12.8
444	4.5
445	78.8
446	0.4
447	81.2
448	72.1
449	0.4
450	5.8
451	1.2
452	50.6
453	1.2
454	0.1
455	0.3
456	0
457	44.6
458	29.6
459	49.8
460	1.9
461	8.9
462	82.4
463	0.9
464	0.1
465	19.3
466	3
467	22.4
468	0.4
469	5.5
470	0.4
471	1
472	15.4
473	0.5
474	0.2
475	1.8
476	0.2
477	84.2
478	0.5
479	10.9
480	25.9
481	1.6
482	1.1
483	44.7
484	0.7
485	2.8
486	4.8
487	6.6
488	12.1
489	1.4
490	6.9
491	12
492	28
493	1.3
494	15.9
495	6.2
496	1
497	37.1
498	2.8
499	1.2
500	23.6
501	29.1
502	20.8
503	0.3
504	0.6
505	10.9
506	30.9
507	42.8
508	10.7
509	23.9
510	31.5
511	4.6
512	8.1
513	0.3
514	13.5
515	0.6
516	0.4
517	38.8
518	0.3
519	0.9
520	11.7
521	13.8
522	0.4
523	0.7
524	36.9
525	9.7
526	1.2
527	11.4
528	0.4
529	1.3
530	57.4
531	40.3
532	51.6
533	10.9
534	1
535	62.5
536	30.2
537	6.4
538	2
539	0.4
540	0.3
541	20.6
542	43.7
543	1.1
544	1.7
545	8.8
546	46.8
547	1.1
548	5.8
549	10.7
550	0.1
551	17.7
552	1.1
553	3.1
554	1.6
555	0.3
556	1.1
557	0
558	5.8
559	3.9
560	30.4
561	10.1
562	46.7
563	2.1
564	10.5
565	4.2
566	40.5
567	0.2
568	39.9
569	0.2
570	1.6
571	9.3
572	24.3
573	0
574	1.1
575	0.2
576	9.4
577	2.4
578	3
579	9.4
580	33.2
581	3.2
582	1.1
583	0.4
584	0.3
585	11.3
586	1.1
587	41.1
588	1
589	37
590	1.9
591	1.1
592	5.2
593	30
594	0.7
595	1.1
596	0.3
597	1.7
598	0.1
599	39.8
600	0.3
601	0.1
602	1.8
603	59.2
604	1.1
605	2.7
606	1.1
607	0.1
608	0.2
609	4.3
610	0.2
611	1
612	4.5
613	1.3
614	46.8
615	0.6
616	2.6
617	46.6
618	51.6
619	1.3
620	0.3
621	1
622	50.2
623	48.4
624	51.5
625	0.1
626	0.1
627	29.5
628	0.1
629	1.1
630	55.3
631	0.2
632	58.9
633	10.6
634	1.1
635	1.3
636	1
637	0.7
638	0.1
639	57
640	0.7
641	45.5
642	1.7
643	43.7
644	3.8
645	58.1
646	11.7
647	0.2
648	69.5
649	44.4
650	0.1
651	62.6
652	0.1
653	1.4
654	0.2
655	0.8
656	0
657	46.7
658	1.9
659	49.3
660	5.8
661	1.6
662	8.6
663	43.5
664	0.1
665	0.1
666	0.2
667	4.5
668	77.4
669	8
670	0.2
671	0.2
672	0.1
673	10.5
674	1
675	11.7
676	33.5
677	49.4
678	0.4
679	0
680	0.5
681	10.6
682	40.9
683	65.4
684	39.1
685	0.1
686	52.2
687	0.4
688	10.1
689	0.1
690	12.1
691	1.9
692	50.4
693	0.3
694	1.1
695	1.8
696	23.3
697	0
698	25.6
699	39.3
700	6.2
701	1.3
702	17.2
703	6.6
704	35.7
705	56.1
706	0.4
707	50
708	12.5
709	53.3
710	36.9
711	0.7
712	15.2
713	41.3
714	0.1
715	35
716	1.3
717	64.2
718	15.6
719	43.2
720	6.5
721	0
722	50.6
723	10.2
724	47.3
725	0
726	0.5
727	0.9
728	49.9
729	1.5
730	35.5
731	0.2
732	0.9
733	42.3
734	3.7
735	14.4
736	0.2
737	39.9
738	5.8
739	40
740	44.6
741	43.8
742	67.4
743	29.8
744	0.7
745	0.3
746	2.7
747	6.2
748	0.1
749	22.5
750	0
751	3.1
752	42.4
753	6.2
754	13.3
755	34.5
756	5.3
757	51.6
758	17.5
759	0
760	2.1
761	0
762	32.7
763	34.9
764	38
765	2.9
766	1.1
767	19.8
768	36.6
769	17.5
770	36.4
771	8.8
772	15.2
773	1.5
774	0.8
775	1.9
776	0
777	38.3
778	6.1
779	0.5
780	19.4
781	36.5
782	98
783	97.4
784	90.3
785	93.8
786	92.7
787	89
788	75.5
789	81.1
790	91
791	89.5
792	87.4
793	82.8
794	89.2
795	86.7
796	84.6
797	87.1
798	85.6
799	83.3
800	88.7
801	84.7
802	86.6
803	88
804	75.5
805	85.9
806	85.4
807	67.7
808	86.9
809	86.7
810	88.3
811	87.7
812	87.6
813	84.2
814	89.4
815	87.3
816	87.3
817	72
818	87.8
819	91.9
820	89.2
821	88.6
822	89.9
823	91
824	90.9
825	81.7
826	87.9
827	87.3
828	90.2
829	82.9
830	86.3
831	86.4
832	87.4
833	88.9
834	84.4
835	87.9
836	89.4
837	67.1
838	90
839	89.8
840	88.1
841	87.5
842	88.3
843	45.4
844	84.2
845	88.6
846	93.1
847	86.9
848	88
849	87.2
850	89.7
851	90.8
852	80
853	87.2
854	87.5
855	87.4
856	87.8
857	85.2
858	88.4
859	82
860	86.6
861	90.3
862	26.6
863	83.8
864	81.5
865	87.6
866	87.2
867	79
868	85.7
869	81.8
870	65.7
871	84.1
872	82.2
873	33.8
874	85.2
875	85.8
876	83.1
877	84.6
878	83.1
879	85.7
880	88.7
881	90.8
882	91.5
883	78.9
884	83.3
885	84.7
886	20.5
887	92.1
888	97.8
889	86
890	94.6
891	85.3
892	90.1
893	98.9
894	22.3
895	84.7
896	85.9
897	86.6
898	85.7
899	101.5
900	100.9
901	95.1
902	94.9
903	86.9
904	86.2
905	92.4
906	91.8
907	93.2
908	92.5
909	88.5
910	30.1
911	87.6
912	90.1
913	94.5
914	99
915	38.1
916	87.7
917	85.3
918	89.4
919	95.8
920	90.3
921	78.8
922	100.1
923	50.8
924	94.7
925	85.4
926	89.3
927	87.8
928	96.4
929	95
930	97
931	89.2
932	103
933	98.3
934	35.2
935	92.6
936	91.3
937	92.6
938	91.1
939	84.6
940	98.5
941	86.3
942	94.5
943	28.4
944	90.7
945	87.4
946	96.3
947	32.1
948	89
949	91
950	91.8
951	96.8
952	97.4
953	103.5
954	106.8
955	100
956	92.4
957	97.1
958	98.6
959	94.3
960	99.1
961	100.5
962	93
963	93.1
964	18.3
965	91.3
966	98.2
967	23.1
968	93.3
969	94.4
970	66.4
971	87.9
972	90.4
973	99.9
974	95
975	90.6
976	86.2
977	85.5
978	106.5
979	96.2
980	85.4
981	89.8
982	100.9
983	88.6
984	88.7
985	86.3
986	90.2
987	106.8
988	87.6
989	100.8
990	42.8
991	87.7
992	81.1
993	87.6
994	99.1
995	95.6
996	90.1
997	89.2
998	108
999	99.1
1000	19.2
1001	104.9
1002	92.2
1003	40.2
1004	88.3
1005	105.4
1006	95.7
1007	24.2
1008	106.5
1009	70.6
1010	98
1011	96.4
1012	92.1
1013	105.6
1014	92.9
1015	107.6
1016	27.7
1017	90.2
1018	110.1
1019	101.9
1020	99.2
1021	96.2
1022	96.2
1023	97.4
1024	93.5
1025	94.5
1026	100.5
1027	87.9
1028	90
1029	106.8
1030	100.7
1031	27
1032	37.3
1033	102.6
1034	93.7
1035	94.6
1036	94
1037	95.1
1038	93.5
1039	99.8
1040	103.1
1041	93.5
1042	100.5
1043	27.6
1044	89.8
1045	101.8
1046	108.4
1047	94.8
1048	92.3
1049	93.3
1050	25.7
1051	98.1
1052	94.5
1053	106.3
1054	92.5
1055	96.7
1056	94.9
1057	102.2
1058	96.2
1059	103.4
1060	93.5
1061	25.2
1062	96.1
1063	94.3
1064	94.5
1065	91.8
1066	97.2
1067	101.6
1068	105.2
1069	93.7
1070	97.7
1071	91.7
1072	94.6
1073	96.1
1074	100.2
1075	80.4
1076	97
1077	100.3
1078	97.7
1079	94.9
1080	105.7
1081	104.5
1082	99.7
1083	93.9
1084	99.6
1085	97.9
1086	98
1087	25.5
1088	94.9
1089	95.8
