"COMID"	"Value"
1	19.8
2	1.9
3	19.2
4	16.8
5	11.6
6	1.1
7	53.8
8	2.7
9	0.1
10	0.5
11	20
12	0.1
13	0.6
14	16.5
15	2.2
16	10.3
17	22.8
18	20.9
19	28.7
20	22.3
21	5.5
22	17.8
23	0.2
24	0.1
25	7.8
26	8.2
27	4.8
28	16.6
29	7.7
30	3
31	18.6
32	18.6
33	16.5
34	0.1
35	11.9
36	0.2
37	14
38	0.4
39	0
40	15.7
41	14.6
42	4.5
43	18.3
44	18.4
45	1.4
46	0.4
47	2.4
48	14.9
49	5.4
50	3.7
51	0
52	0.3
53	0.3
54	15.6
55	16.2
56	16.5
57	12.2
58	0
59	1.8
60	0.1
61	0.2
62	0.2
63	21.4
64	2.3
65	0.1
66	5
67	11.2
68	1.8
69	1.6
70	0.8
71	0.9
72	8.1
73	0
74	19.8
75	1.3
76	0.9
77	5.3
78	1.6
79	13.5
80	0.6
81	7.4
82	2.5
83	6.2
84	0.2
85	6.2
86	3.6
87	0
88	0.1
89	0.4
90	3
91	5.3
92	12.3
93	7
94	0.2
95	48.8
96	0.2
97	13.9
98	0.1
99	0.7
100	12.5
101	12.6
102	3.7
103	0
104	2.3
105	0.7
106	13.4
107	0.7
108	0.2
109	0.3
110	0.2
111	0.5
112	16.5
113	0.1
114	15.7
115	2.8
116	4
117	11.5
118	6.7
119	0.1
120	0.9
121	0.2
122	4.8
123	0.5
124	7.3
125	7.2
126	11.4
127	9
128	11.7
129	0
130	2.1
131	1.1
132	0.3
133	14
134	3
135	5.3
136	8.8
137	12.8
138	0.2
139	0.1
140	1.9
141	1.2
142	0.8
143	0.1
144	0.2
145	0.2
146	13.6
147	22
148	14.8
149	3.8
150	14.8
151	3.3
152	6.7
153	0.1
154	3.3
155	0.4
156	1
157	15.4
158	0.2
159	1
160	6.6
161	0.5
162	0.3
163	0.3
164	1.3
165	0
166	0.3
167	9.6
168	0.1
169	9.1
170	3.4
171	9.8
172	0.9
173	1
174	0.2
175	0.4
176	19.3
177	0.6
178	1.6
179	4.5
180	0.2
181	0.2
182	1.1
183	0.8
184	0.2
185	0.4
186	1.6
187	0.9
188	0.2
189	0.2
190	2.2
191	0.2
192	2.2
193	0.2
194	17.4
195	2.2
196	0.2
197	0.6
198	0.2
199	2.4
200	0.1
201	0.2
202	0.4
203	0.2
204	0.2
205	0.5
206	5.2
207	2.6
208	17.1
209	1.7
210	6.3
211	16.7
212	11.9
213	1.2
214	0.2
215	6.6
216	0.8
217	0.6
218	0.2
219	0.2
220	0.2
221	0.1
222	5
223	15.7
224	0.3
225	0.5
226	3.1
227	0.6
228	1.8
229	0.1
230	2.2
231	1.3
232	0.4
233	12.3
234	0.2
235	0.7
236	1.2
237	0.5
238	0.1
239	4.8
240	11.1
241	2.6
242	0.1
243	0.1
244	13.6
245	3.1
246	8.4
247	0.7
248	0.4
249	0.1
250	10.3
251	3.6
252	26.3
253	0.7
254	0.2
255	0.1
256	3.6
257	0.2
258	3.2
259	0.7
260	0.2
261	2.3
262	3
263	0.9
264	0.1
265	0.1
266	1.6
267	8.5
268	8.4
269	9.2
270	0.1
271	4.1
272	2
273	7.7
274	0
275	2.7
276	0.1
277	0.1
278	2
279	0.1
280	2.1
281	1.6
282	6.7
283	0.1
284	2.8
285	0.1
286	1.5
287	27.2
288	1
289	0.1
290	0.1
291	2.2
292	1.2
293	0
294	9
295	0.1
296	2.4
297	4
298	0.1
299	0.7
300	3.9
301	0.2
302	3.1
303	1.2
304	0.9
305	4.1
306	2.2
307	3.8
308	1.8
309	0.2
310	0.5
311	3.3
312	2.6
313	0.9
314	0.8
315	0.1
316	0.1
317	0
318	1.7
319	0.1
320	2.6
321	0.1
322	0.6
323	2.6
324	0.3
325	0.1
326	3.8
327	0.3
328	0.3
329	0.1
330	0.2
331	0.3
332	0.1
333	0.6
334	0.2
335	1.1
336	0.4
337	0.1
338	0.5
339	0.6
340	0.5
341	0.4
342	0.1
343	0.5
344	2.8
345	0.7
346	0.3
347	0.6
348	1.8
349	1
350	0.5
351	0.6
352	0.5
353	3.4
354	1
355	0.1
356	0.6
357	0.7
358	0.9
359	0.1
360	1
361	0.6
362	1
363	1.1
364	0.1
365	1.4
366	0.8
367	0.1
368	26.5
369	0
370	6.1
371	0.2
372	0.2
373	0.7
374	0.2
375	8.2
376	1.1
377	9.9
378	1.1
379	0.3
380	12.9
381	0.1
382	0.5
383	5.5
384	0.4
385	0.9
386	0.2
387	24.4
388	0.5
389	0.9
390	21.8
391	0.3
392	1.3
393	0.5
394	0.3
395	1
396	1.1
397	0.7
398	0.3
399	3
400	0.1
401	34.6
402	0.6
403	1.3
404	0.5
405	2.3
406	12
407	2.4
408	0.7
409	0.5
410	48.1
411	24.6
412	0.8
413	21
414	0.5
415	2
416	1
417	1.1
418	1.1
419	1.8
420	1.1
421	2.5
422	2.4
423	11.6
424	10.4
425	27.6
426	1.1
427	42.2
428	7.2
429	8.5
430	42
431	2.4
432	0.5
433	25.7
434	0.7
435	0.2
436	10
437	4.1
438	53.2
439	1.2
440	11
441	25.9
442	0.1
443	5.1
444	0.9
445	69.8
446	0.1
447	70.9
448	61.2
449	0
450	0.3
451	1.2
452	40.8
453	1.5
454	0.1
455	0.3
456	0
457	32.2
458	15
459	21.7
460	0.2
461	12.4
462	70.6
463	0.9
464	0.3
465	13.7
466	2.2
467	14.1
468	0.2
469	1.3
470	0.2
471	0.5
472	9.4
473	0.6
474	0.1
475	0.9
476	0.1
477	75.2
478	0.4
479	5.1
480	17.8
481	0.8
482	0.9
483	32.3
484	0.1
485	1.1
486	2.8
487	3.5
488	5.9
489	0.6
490	3.4
491	5.8
492	23.3
493	0.8
494	6.8
495	3.6
496	0.5
497	41.7
498	0.6
499	1
500	16
501	27.9
502	11.9
503	0
504	0.2
505	5.7
506	24.4
507	51.3
508	7.4
509	16
510	33.1
511	1.2
512	2.4
513	0.4
514	9.8
515	0.6
516	0.1
517	39.2
518	0.2
519	0.2
520	7.8
521	8.6
522	0.1
523	0.7
524	28.5
525	6.4
526	0.3
527	4.9
528	0.2
529	1.2
530	56.7
531	37.3
532	45.5
533	2.1
534	0.3
535	68.9
536	25.6
537	4.5
538	1.5
539	0
540	0.1
541	23.3
542	37.1
543	0.1
544	1.3
545	7.2
546	48.7
547	1.1
548	5.6
549	10.1
550	0
551	18.1
552	1.1
553	1.9
554	0.8
555	0.2
556	1.1
557	0.1
558	5.7
559	1.3
560	33.2
561	2.6
562	52.6
563	0.7
564	12.6
565	1.5
566	51.7
567	0.1
568	50.3
569	0.1
570	0.6
571	2.7
572	28.5
573	0
574	1.1
575	0
576	9.9
577	2.5
578	0.9
579	2.8
580	39.8
581	3.6
582	1.1
583	0.1
584	0.1
585	11.5
586	1.1
587	51.2
588	1
589	26.4
590	0.5
591	1.1
592	3.1
593	34.8
594	0.2
595	1.1
596	0.1
597	0.5
598	0
599	46.6
600	0.1
601	0
602	0.7
603	39.1
604	1.1
605	2.4
606	1.1
607	0.1
608	0.1
609	4.7
610	0.1
611	0.4
612	5.1
613	0.3
614	40.8
615	0.2
616	2.8
617	20.3
618	27.8
619	0.3
620	0.1
621	0.9
622	41.7
623	42.1
624	43.5
625	0.1
626	0
627	34
628	0
629	1.4
630	49
631	0.1
632	37
633	16.1
634	0.3
635	1
636	0.6
637	0.7
638	0.1
639	27
640	0.3
641	42
642	1.8
643	26.6
644	4.8
645	32.9
646	16.3
647	0.1
648	49.7
649	36.4
650	0
651	50.5
652	0
653	0.3
654	0.1
655	0.3
656	0
657	32.2
658	0.9
659	26.3
660	5.7
661	0.4
662	13.3
663	22.9
664	0.1
665	0.1
666	0
667	1.6
668	84.1
669	3.8
670	0
671	0.1
672	0.1
673	14.8
674	0.4
675	12.3
676	24.1
677	35.8
678	0.3
679	0
680	0.6
681	16.2
682	30.7
683	55.2
684	18.6
685	0
686	27.1
687	0.3
