"COMID"	"Value"
1	41.7
2	13.7
3	49.8
4	35.1
5	34
6	3.6
7	74
8	22.7
9	0.8
10	1.3
11	43.1
12	0.7
13	5.9
14	47.5
15	25.9
16	10.3
17	37.1
18	64.5
19	53.3
20	49.2
21	30
22	49.1
23	0.6
24	0.6
25	32.8
26	18.3
27	21.4
28	40.4
29	7
30	20
31	41.3
32	36.5
33	50.8
34	0.3
35	25.5
36	1.7
37	43.5
38	1.2
39	0.3
40	19.2
41	45.6
42	20.8
43	18.5
44	39.6
45	13
46	7.6
47	37.8
48	49.7
49	26
50	11.3
51	0.3
52	19.7
53	3
54	47.4
55	47.8
56	35.5
57	17.3
58	0.4
59	17
60	0.4
61	1.1
62	2.2
63	45.2
64	17.2
65	1
66	17.7
67	40.9
68	38.5
69	8.5
70	5.9
71	2.7
72	37.2
73	0.4
74	71.6
75	8.9
76	8.8
77	21.8
78	7
79	43.5
80	5.2
81	18
82	9.8
83	29
84	0.7
85	30.7
86	42.6
87	0.5
88	0.7
89	4.1
90	17.3
91	14.2
92	40
93	31.2
94	2
95	72.5
96	2.1
97	40.9
98	0.2
99	6.7
100	42.1
101	34.3
102	25.7
103	0.4
104	11.3
105	3.4
106	38.3
107	8.3
108	0.4
109	1.2
110	0.9
111	2
112	35.6
113	1.6
114	34.6
115	18.6
116	42.8
117	31.5
118	29.2
119	1
120	11.2
121	12.4
122	25.1
123	2.3
124	28.1
125	62.5
126	36.9
127	14.9
128	31.1
129	0.3
130	6.9
131	17.3
132	1.7
133	31.8
134	21.4
135	27
136	60.4
137	32.7
138	1.5
139	0.8
140	22.3
141	19.6
142	3.2
143	0.8
144	14.7
145	1
146	25.3
147	46.9
148	34.6
149	26.9
150	34.3
151	13.6
152	23.3
153	0.6
154	22.5
155	2.1
156	6.7
157	36.2
158	2
159	26
160	32.1
161	5.7
162	0.8
163	16.8
164	4.5
165	1.1
166	0.5
167	30.9
168	2.4
169	32.8
170	28.9
171	37.8
172	3.1
173	7.8
174	0.8
175	20.3
176	41.9
177	26
178	18.7
179	21.9
180	0.5
181	0.9
182	15.8
183	4.3
184	0.3
185	1.5
186	20.1
187	15.7
188	0.4
189	0.4
190	24.9
191	0.3
192	20.5
193	2.6
194	38.7
195	8.3
196	0.4
197	26.3
