"COMID"	"Value"
1	52.3
2	8.2
3	64.2
4	44.7
5	41.1
6	3.1
7	41.5
8	14.1
9	0.8
10	0.9
11	48.5
12	0.4
13	1.8
14	55.4
15	17.9
16	11.2
17	45.2
18	28.9
19	52.9
20	59.7
21	38.9
22	62.3
23	0.3
24	0.4
25	38.7
26	30.1
27	30.1
28	46.1
29	6
30	9.7
31	52.8
32	42.1
33	61.3
34	0.2
35	38
36	1.1
37	47.8
38	0.8
39	0.2
40	21.5
41	56.1
42	32.2
43	15.6
44	46.2
45	11.6
46	2.1
47	15.8
48	60
49	30.1
50	5.3
51	0.2
52	4.7
53	1.7
54	58.3
55	57.8
56	50.6
57	15.8
58	0.2
59	18.8
60	0.2
61	0.7
62	1
63	44.9
64	22
65	0.4
66	20.7
67	52.9
68	20.9
69	17.6
70	1.3
71	2.1
72	44.6
73	0.1
74	37.2
75	2.3
76	1.8
77	16.1
78	12.2
79	53.3
80	1
81	23.5
82	7.4
83	29.9
84	0.5
85	40.4
86	25.6
87	0.2
88	0.3
89	4.9
90	18.3
91	13.7
92	53.1
93	45.1
94	0.9
95	45.3
96	0.8
97	52.4
98	0.2
99	7.1
100	52.8
101	36.7
102	32.3
103	0.2
104	12.3
105	2.2
106	51.8
107	9.8
108	0.5
109	0.8
110	0.4
111	1.4
112	49.2
113	1.4
114	49.9
115	20.9
116	28.6
117	47.5
118	41.8
119	1
120	13.3
121	4.7
122	35.3
123	2
124	41.4
125	40.4
126	48
127	13.3
128	47.6
129	0.3
130	4.8
131	9.5
132	0.7
133	48.6
134	25.2
135	39.3
136	30.9
137	49.7
138	0.3
139	0.2
140	25.9
141	20.3
142	1.4
143	1.4
144	12.5
145	0.3
146	40.2
147	48
148	51.7
149	38.3
150	49.5
151	16.3
152	35.7
153	0.2
154	31.4
155	2.2
156	4.4
157	53.3
158	0.3
159	12
160	37.4
161	4.2
162	0.6
163	5.5
164	4.3
165	1.5
166	0.5
167	45.2
168	1.4
169	47.7
170	32.1
171	16.3
172	2.7
173	6.8
174	0.3
175	6.3
176	54.5
177	8
178	23.8
179	32.6
180	0.4
181	0.9
182	15.7
183	4.2
184	0.3
185	0.5
186	18.5
187	18.8
188	0.4
189	0.4
190	26.2
191	0.3
192	26.5
193	1.8
194	49.7
195	9
196	0.2
197	5.8
198	0.3
199	31
200	0.2
201	0.3
202	0.8
203	0.2
204	0.1
205	0.8
206	20.9
207	9.5
208	47.9
209	30.7
210	13.4
211	49.3
212	49.9
213	26.4
214	0.4
215	41.6
216	16.3
217	5.2
218	5.9
219	8.9
220	0.2
221	1.3
222	42.7
223	46.5
224	0.5
225	8
226	37.4
227	2.5
228	31.8
229	0.1
230	7.2
231	7.9
232	11.8
233	40.5
234	2
235	3.6
236	23.7
237	5.8
238	3.5
239	39.3
240	28
241	35.7
242	0.3
243	1.1
244	37.2
245	34.2
246	44.3
247	2.5
248	1.3
249	0.1
250	39.4
251	37.2
252	40.4
253	13.7
254	0.3
255	0.1
256	12.1
257	0.2
258	12.2
259	2.7
260	0.7
261	34.7
262	37.2
263	3.1
264	0.1
265	0.1
266	26.9
267	38.4
268	23.8
269	39.8
270	0.1
271	17.5
272	33.5
273	41.4
274	0.6
275	34.9
276	1.1
277	0.1
278	34.4
279	0.1
280	30.5
281	29.9
282	36.9
283	0.1
284	8.2
285	0.2
286	29.2
287	43.2
288	3.2
289	0.3
290	0.1
291	9.6
292	3.5
293	0.9
294	24.5
295	0.1
296	24.1
297	33.3
298	0.1
299	4.5
300	33.1
301	0.1
302	34.6
303	20.7
304	2.1
305	33.9
306	8
307	32.9
308	10.5
309	0.3
310	16.1
311	31.4
312	26.6
313	20.7
314	4.1
315	0.2
316	0.2
317	1
318	15.3
319	1
320	28.3
321	0.1
322	14
323	26.2
324	0.4
325	1.1
326	14.1
327	0.4
328	0.4
329	0
330	0.1
331	0.2
332	0.1
333	0.1
334	0.2
335	6.2
336	0.1
337	1.2
338	0.1
339	3.1
340	1.3
341	0.1
342	0.9
343	0.2
344	5
345	2.9
346	1.6
347	0.2
348	8.3
349	4.1
350	0.1
351	0.5
352	0.4
353	16.2
354	2.3
355	0.9
356	0.5
357	1.5
358	2
359	1.3
360	1.6
361	0.3
362	1.3
363	1.3
364	1.3
365	9
366	2.5
367	1.5
368	44.4
369	0.7
370	16.3
371	1.2
372	0.2
373	3.7
374	1.6
375	25.5
376	1.1
377	14.7
378	3.9
379	1.5
380	10.7
381	1.1
382	1.5
383	23.6
384	1.1
385	2.3
386	1.7
387	44.1
388	8
389	8.1
390	43.6
391	0.5
392	14.5
393	2.1
394	0.7
395	1.4
396	3
397	2.3
398	0.2
399	3.2
400	0.2
401	6.7
402	2
403	0.6
404	1.7
405	1.5
406	39.6
407	1
408	1.8
409	1.7
410	39.5
411	3.8
412	1
413	44.3
414	0.6
415	3.7
416	0.7
417	2.1
418	1.2
419	9
420	0.9
421	0.6
422	4.1
423	31.2
424	34.1
425	20.8
426	1.7
427	35.5
428	33.3
429	2.1
430	42.6
431	0.4
432	1.9
433	20.4
434	3
435	0.4
436	6.8
437	0.3
438	41.2
439	0.2
440	8.2
441	31.9
442	0.2
443	27.1
444	2.8
445	51.3
446	0.3
447	54.6
448	49.3
449	0.1
450	8.1
451	0.1
452	55.1
453	0.2
454	0
455	15.3
456	0.2
457	30.7
458	56.4
459	43.6
460	2.8
461	45.4
462	50.3
463	2.7
464	4.1
465	51
466	0.8
467	21.6
468	0.3
469	3.6
470	0.4
471	2.3
472	13.5
473	15.2
474	0.2
475	4.1
476	0.1
477	56.6
478	0.2
479	7.5
480	27.7
481	0.5
482	0.5
483	35.1
484	0.4
485	2
486	5.7
487	9.4
488	10.6
489	0.3
490	10.6
491	18.3
492	26.5
493	1.2
494	48.6
495	6
496	0.2
497	23.5
498	7
499	0.8
500	17.8
501	27.7
502	50.7
503	0.1
504	0.4
505	6.3
506	13.7
507	19.1
508	5.2
509	13
510	31.5
511	34.1
512	37.9
513	0.4
514	5.1
515	1
516	1.3
517	16.7
518	2.6
519	7.5
520	6.8
521	20.6
522	0.4
523	0.6
524	27.1
525	16.4
526	5.5
527	17.5
528	0.1
529	1
530	58.3
531	34.2
532	49.3
533	12.9
534	1.9
535	60
536	32.5
537	5.7
538	1.8
539	0.4
540	0.3
541	32
542	28.6
543	2.9
544	1.6
545	9.1
546	37.7
547	1.1
548	8.2
549	14.1
550	0.4
551	27
552	1.1
553	3.2
554	0.9
555	0.1
556	1.1
557	4.2
558	9.5
559	27.5
560	28.3
561	9.2
562	28.1
563	1
564	12.5
565	35.1
566	25.5
567	0.2
568	31.1
569	8.9
570	0.9
571	10.6
572	20.9
573	2.8
574	1.1
575	0.1
576	10.4
577	3.2
578	30.8
579	34.1
580	25.6
581	3
582	1.1
583	0
584	0.1
585	13.2
586	1.1
587	27.9
588	0.8
589	30.6
590	0.8
591	1.1
592	36.5
593	25.5
594	7.2
595	1.1
596	0.1
597	0.6
598	0.6
599	35.3
600	3.9
601	0.7
602	0.7
603	34.2
604	1
605	1.7
606	1.1
607	0.1
608	2.1
609	5.7
610	0.1
611	8.9
612	5.5
613	0.3
614	54.6
615	3.2
616	2.9
617	34.1
618	26.9
619	12.7
620	5.9
621	1
622	63.2
623	68.2
624	58.5
625	0.1
626	0.1
627	27.1
628	0.3
629	15.8
630	53.7
631	0.2
632	33.3
633	43.1
634	0.3
635	15.8
636	14.6
637	11.6
638	0.1
639	33
640	3.1
641	44.4
642	1.8
643	61.7
644	5.6
645	33.5
646	50.8
647	0.3
648	43.4
649	58.8
650	0.1
651	63.3
652	0.7
653	0.3
654	0.1
655	0.7
656	1.2
657	65.7
658	13.6
659	63.5
660	11.3
661	7.1
662	47.4
663	60.1
664	0
665	0
666	0.1
667	17.4
668	43.9
669	18.1
670	0.1
671	0.2
672	0
673	52.9
674	2.6
675	54.1
676	55.6
677	57.7
678	7.9
679	0.4
680	0.7
681	56.7
682	51.8
683	46.9
684	59.7
685	0.2
686	56.7
687	1
688	47.9
689	0.1
690	60.5
691	7.3
692	53.6
693	6.4
694	1.3
695	5.1
696	52.8
697	0.3
698	58.3
699	47.2
700	50.9
701	3.5
702	51
703	48.3
704	41.7
705	48.8
706	6.6
707	50
708	45.3
709	45.5
710	60
711	0.9
712	24.4
713	54.7
714	2.5
715	55.3
716	4.2
717	41.4
718	51.4
719	53.4
720	42.2
721	0.3
722	44.8
723	46
724	53.2
725	0.1
726	1.6
727	2
728	47.1
729	3.3
730	59.6
731	10.5
732	1.3
733	52.5
734	39.7
735	28.2
736	6.9
737	47.1
738	30
739	52.1
740	54.4
741	45.3
742	48.6
743	61
744	1.4
745	0.9
746	35.1
747	37.9
748	0.3
749	60.7
750	1.7
751	22.6
752	49.7
753	41.5
754	49.5
755	63.8
756	37.6
757	45.7
758	50.4
759	0.2
760	23.6
761	0.3
762	44.3
763	52.8
764	43.2
765	35.9
766	2.5
767	52.4
768	52.5
769	58.2
770	49.8
771	45.7
772	54.4
773	14.6
774	12.6
775	4.3
776	4.6
777	41.6
778	36.4
779	1.3
780	60.6
781	54.7
782	102.6
783	102
784	100.1
785	101
786	100.1
787	100.9
788	90.6
789	95.4
790	98.8
791	98.7
792	96
793	91.3
794	103.3
795	105.5
796	93
797	105.8
798	99.7
799	94.1
800	100
801	89.4
802	91.7
803	96.6
804	87.8
805	97.7
806	92.5
807	82.4
808	92.8
809	107.3
810	102
811	102
812	97.9
813	94.5
814	96.4
815	97.8
816	92
817	90.9
818	95
819	106.5
820	101.2
821	87.1
822	95.3
823	97.1
824	96.6
825	82.6
826	103.4
827	94.1
828	94.2
829	83.4
830	91.3
831	82.9
832	94.6
833	88.3
834	93.3
835	94
836	90.4
837	75.1
838	90.9
839	89.3
840	90.5
841	90.3
842	88.7
843	48.6
844	91.7
845	85.6
846	94.7
847	88.6
848	88.9
849	91.3
850	94.6
851	94.2
852	86.4
853	86.5
854	88
855	87.2
856	85.5
857	86.2
858	96.4
859	77.2
860	82.2
861	92.5
862	25.9
863	83.8
864	81.9
865	87.2
866	82.8
867	83.2
868	95.1
869	88.2
870	67.9
871	79.9
872	80.2
873	32.2
874	90
875	94.2
876	88.4
877	86.3
878	84.3
879	94.2
880	84.7
881	89.8
882	92.8
883	81
884	87.8
885	85.4
886	18
887	83.2
888	87.1
889	89.3
890	92.3
891	89.7
892	86.7
893	89.4
894	19.9
895	92
896	93.2
897	87.9
898	83.4
899	91.3
900	93.9
901	84
902	98.3
903	92.7
904	89.8
905	83
906	94.8
907	88.9
908	87.4
909	88.9
910	26.8
911	89.8
912	85.5
913	89.4
914	90
915	35
916	81.3
917	92.5
918	81.4
919	88.1
920	87.8
921	83.7
922	94
923	48.8
924	83.6
925	93.4
926	88.4
927	92.9
928	108
929	86.5
930	94
931	93.5
932	114.5
933	90.3
934	28.6
935	89
936	86.3
937	101.4
938	98.9
939	92.1
940	88.2
941	98
942	91
943	22.8
944	104.3
945	84.9
946	87.8
947	27.7
948	83.8
949	91
950	93.9
951	101.4
952	87.1
953	113.2
954	114.6
955	97.9
956	85.7
957	87.5
958	110.5
959	85.6
960	93.4
961	98.7
962	84.1
963	84.5
964	16.3
965	88.3
966	96.9
967	19.6
968	86.4
969	88.9
970	66.8
971	92.9
972	84.8
973	92
974	86.6
975	103.4
976	96.1
977	95
978	112.6
979	93.9
980	93.9
981	85.4
982	96.2
983	92
984	96.3
985	94.2
986	94.9
987	113.1
988	96.4
989	95.4
990	39.3
991	89
992	83.2
993	95.1
994	91.6
995	101.4
996	94
997	95
998	111.1
999	90.6
1000	15
1001	113.7
1002	94.3
1003	35.4
1004	91.9
1005	108.8
1006	89.3
1007	17.4
1008	110
1009	67.8
1010	94.1
1011	86.7
1012	87.8
1013	109.3
1014	97
1015	107.9
1016	21.6
1017	93.6
1018	108.9
1019	110.3
1020	98
1021	89.1
1022	96.9
1023	88
1024	96.9
1025	96.6
1026	99.7
1027	86.3
1028	87.5
1029	106.9
1030	102.9
1031	18.8
1032	31.1
1033	103.1
1034	91.3
1035	94.6
1036	83.3
1037	93.8
1038	91
1039	104.2
1040	107
1041	97.1
1042	107.5
1043	19.9
1044	96.8
1045	104.9
1046	107.1
1047	94.2
1048	87.3
1049	88.3
1050	18.7
1051	87.9
1052	84.5
1053	105.4
