"COMID"	"Value"
1	12.9
2	6.4
3	22.9
4	1.2
5	19.4
6	0
7	21
8	6.4
9	5.6
10	0
11	2.7
12	5.6
13	0
14	64
15	6.5
16	9.5
17	10.1
18	5.9
19	19
20	13.6
21	6.9
22	37.5
23	0
24	5.6
25	9.2
26	0.3
27	6
28	22.7
29	4.1
30	0
31	9.6
32	12.9
33	60.6
34	5.6
35	0.3
36	5.6
37	31.8
38	0
39	5.6
40	169.1
41	47.3
42	6.4
43	162
44	38.6
45	6.3
46	0
47	1.7
48	48.1
49	7.1
50	7.5
51	5.6
52	0.4
53	5.6
54	31.8
55	25.6
56	13.9
57	92.9
58	5.6
59	6.4
60	5.6
61	5.6
62	5.6
63	7.2
64	5.3
65	5.6
66	0.7
67	24.9
68	1.7
69	1.1
70	1
71	0
72	16.3
73	5.6
74	5.2
75	1
76	1
77	0
78	1
79	14
80	1
81	0.2
82	0
83	8.7
84	0
85	9.4
86	2
87	5.6
88	5.6
89	1
90	5.4
91	7.5
92	21.2
93	8.6
94	5.6
95	12.5
96	7.5
97	13.7
98	0
99	1
100	16.4
101	1.8
102	5.6
103	5.6
104	0
105	7.5
106	14.9
107	1
108	0
109	7.5
110	7.5
111	0
112	11.6
113	1
114	9
115	3.4
116	2.1
117	5.6
118	38.8
119	0
120	3.2
121	0.4
122	6.2
123	0
124	12.3
125	5.1
126	26.9
127	1.1
128	16.1
129	5.6
130	1
131	1.4
132	1
133	8
134	4.8
135	22.3
136	3
137	11.8
138	1
139	1
140	5
141	3.7
142	1
143	0
144	3.3
145	1
146	9.6
147	11.2
148	7.9
149	26.6
150	10.7
151	0
152	8.8
153	1
154	9.4
155	0
156	1
157	5.3
158	1
159	1.7
160	14
161	1
162	1
163	0.4
164	1
165	0
166	1
167	9.4
168	0
169	8.9
170	6.2
171	2
172	1
173	1
174	7.5
175	0.4
176	18.5
177	1.6
178	3.9
179	11.1
180	1
181	0
182	3.5
183	0
184	1
185	1
186	3.3
187	2.6
188	1
189	1
190	3.4
191	1
192	5.4
193	1
194	16.7
195	0
196	1
197	1.6
198	1
199	14.3
