"COMID"	"Value"
1	38.9
2	121.3
3	5.3
4	1.2
5	10.8
6	0
7	40.8
8	2.7
9	41.8
10	0
11	3.6
12	16.3
13	5.2
14	79
15	1.6
16	15.3
17	18.5
18	41.6
19	5
20	63.9
21	6.2
22	12.8
23	0
24	0.5
25	8.6
26	11.2
27	1.4
28	6.1
29	1.6
30	0
31	143.4
32	1.9
33	7.9
34	18.1
35	0.8
36	1.7
37	115.2
38	0
39	3.4
40	41
41	50.9
42	2.4
43	52.2
44	2.5
45	154.7
46	762.3
47	34.8
48	9.9
49	14
50	133.5
51	1.2
52	304.7
53	0.9
54	9.3
55	8
56	107.4
57	47.8
58	43.6
59	15.9
60	20.6
61	0.6
62	0.6
63	6.7
64	166.3
65	1.6
66	18.4
67	31.7
68	11.2
69	12.8
70	0.1
71	16.9
72	11.4
73	0.7
74	8.9
75	0.3
76	0.1
77	0
78	0.3
79	20.7
80	0.1
81	0.3
82	0
83	149.7
84	0
85	3.9
86	13
87	0.7
88	3.1
89	0.7
90	2.5
91	1.6
92	14.2
93	10.4
94	3.1
95	30.4
96	2.4
97	50.4
98	16.9
99	0.1
100	18.2
101	1.9
102	2.9
103	0.9
104	20.3
105	0.7
106	5.3
107	0.4
108	0
109	0.8
110	3.6
111	0
112	3.3
113	182.7
114	3.6
115	1.7
116	29
117	3.1
118	9.9
119	0.1
120	0.5
121	1.4
122	31.9
123	20.3
124	6.3
125	20
126	15.8
127	0.3
128	10.2
129	1
130	2.2
131	188.3
132	0.1
133	2.9
134	32.7
135	18.9
136	19.2
137	20.4
138	0.6
139	0.2
140	2.8
141	4.2
142	0.2
143	0
144	1.2
145	183.6
146	6.2
147	9.7
148	25
149	5.2
150	75.5
151	0
152	16.3
153	0.1
154	37.6
155	0
156	5.7
157	46.4
158	0.8
159	114.6
160	17.1
161	5.5
162	0.1
163	4.6
164	0.2
165	0
166	0.1
167	7.3
168	0.1
169	3.6
170	2.8
171	30.6
172	0.2
173	0.1
174	313.7
175	6.3
176	10.8
177	97.6
178	45.1
179	5.8
180	0.2
181	0
182	52
183	0
184	0.3
185	0.3
186	5.6
187	1.4
188	0.1
189	0.1
190	0.9
191	0.2
192	4
193	58.2
194	4.4
195	0
196	0.4
197	60.9
198	0.3
199	5
200	184.1
201	184.5
202	0.1
203	0.1
204	64.3
205	2.8
206	19.6
207	5.9
208	3
209	6.2
210	18.2
211	9.5
212	25.5
213	10.2
214	0.1
215	18.6
216	20
217	6.7
218	0.2
219	0.4
220	67.9
221	0.5
222	5.6
223	20.4
224	0
225	72.7
226	12.5
227	19.6
228	6.7
229	0.4
230	77.3
231	34.7
232	2.8
233	8.4
234	308
235	77.3
236	2.2
237	15
238	4.6
239	2.1
240	21.3
241	1.4
242	19.6
243	0.1
244	2.5
245	3.8
246	2
247	0
248	0
249	19.6
250	3.3
251	9.8
252	12.8
253	1.4
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	1.1
262	6.9
263	0
264	0
265	0
266	1.1
267	3.9
268	5.9
269	8.4
270	0
271	7.7
272	0.8
273	1.8
274	309.6
275	5.6
276	1.1
277	0.2
278	3
279	77.9
280	0.9
281	1.7
282	2.1
283	0.2
284	0.2
285	0
286	1.1
287	15.6
288	0.1
289	0.3
290	0.4
291	43.4
292	0.3
293	309.6
294	42
295	0.1
296	1.8
297	2.1
298	0
299	0.3
300	9.7
301	0.2
302	9.2
303	0.9
304	0.1
305	2.6
306	0.3
307	13.4
308	0.4
309	0.4
310	1
311	1.7
312	16.4
313	1.5
314	2.8
315	0.4
316	0.8
317	0.6
318	2.1
319	0.2
320	2.2
321	1.3
322	0.6
323	1.8
324	0.1
325	0.4
326	3.6
327	0.1
328	0.4
329	1.3
330	0
331	3.4
332	0.1
333	3.5
334	0.4
335	0.7
336	0.6
337	0.3
338	3.7
339	3.5
340	0.1
341	4.4
342	310.2
343	3.5
344	47
345	0.3
346	0
347	0.1
348	0.4
349	0.4
350	0.3
351	0.3
352	0.4
353	0.6
354	0.4
355	0.3
356	0.4
357	2.2
358	0.8
359	0.3
360	0.2
