"COMID"	"Value"
1	30.4
2	14.7
3	1.8
4	0.1
5	4.9
6	0
7	1.3
8	1.3
9	9.8
10	0
11	0.3
12	7.3
13	0
14	24
15	0.7
16	2.4
17	12.3
18	1.3
19	0.9
20	45.6
21	0.8
22	4.2
23	0
24	0.5
25	0.9
26	0.5
27	0.5
28	2
29	0.4
30	0
31	127.7
32	0.4
33	3
34	8.8
35	0.1
36	1.6
37	30.6
38	0
39	3.4
40	28.4
41	17.1
42	0.7
43	35.9
44	0.8
45	18.4
46	55.7
47	0.9
48	3.7
49	2.3
50	20.3
51	1.2
52	5.2
53	0.8
54	3
55	3.4
56	56.9
57	32.8
58	11.7
59	4.4
60	11.2
61	0.6
62	0.6
63	0.8
64	39.9
65	1.6
66	3.1
67	11.2
68	0.2
69	1
70	0.1
71	2.8
72	2.1
73	0.7
74	0.2
75	0.3
76	0.1
77	0
78	0.1
79	7.7
80	0.1
81	0.1
82	0
83	36.6
84	0
85	0.6
86	0.2
87	0.7
88	3.1
89	0.2
90	0.8
91	1.4
92	5
93	1.8
94	3
95	0.8
96	2.2
97	18.1
98	2.8
99	0.1
100	6.1
101	0.3
102	0.5
103	0.9
104	3.4
105	0.7
106	1.5
107	0.2
108	0
109	0.8
110	3.4
111	0
112	0.9
113	42.3
114	1
115	0.7
116	0.3
117	0.7
118	3.9
119	0
120	0.3
121	0.1
122	6.6
123	3.4
124	1.7
125	0.2
126	3.7
127	0.3
128	2.4
129	1.1
130	1
131	3.1
132	0.1
133	0.6
134	6.9
135	6.1
136	0.3
137	4
138	0.6
139	0.2
140	0.5
141	1.1
142	0.2
143	0
144	0.4
145	43
146	1.3
147	1.1
148	4.6
149	0.8
150	8.3
151	0
152	3
153	0.1
154	9.4
155	0
156	1.8
157	6.5
158	0.8
159	2.1
160	3.1
161	1.6
162	0.2
163	0.1
164	0.2
165	0
166	0.1
167	1.1
168	0
169	0.5
170	0.7
171	0.6
172	0.3
173	0.1
174	52.7
175	0.1
176	2.2
177	1.7
178	10.5
179	1
180	0.2
181	0
182	10.7
183	0
184	0.5
185	0.3
186	1.6
187	0.2
188	0.1
189	0.1
190	0.3
191	0.2
192	0.4
193	12.9
194	1.5
195	0
196	0.4
197	1
198	0.4
199	0.8
200	43.5
201	44.1
202	0.1
203	0.1
204	15.2
205	1.6
206	2.1
207	1.9
208	1.1
209	1
210	0.3
211	0.8
212	1.3
213	1.7
214	0.1
215	1.7
216	3
