"COMID"	"Value"
1	1.7
2	12.9
3	0.1
4	0.1
5	0.5
6	0
7	1.1
8	1.2
9	9.5
10	0
11	0.2
12	6.7
13	0.2
14	6.4
15	0.6
16	1.8
17	4.7
18	1.1
19	0.2
20	2
21	0.8
22	0.2
23	0
24	0.5
25	0.7
26	0.5
27	0.5
28	0.2
29	0.4
30	0
31	5.7
32	0.1
33	0.6
34	8.1
35	0.1
36	1.5
37	8.5
38	0
39	3.2
40	4.2
41	5.3
42	0.7
43	5.6
44	0.1
45	12.7
46	46.5
47	1.5
48	0.9
49	2
50	18.2
51	1.2
52	8.4
53	0.8
54	0.6
55	0.7
56	11.5
57	5.1
58	11.3
59	4.3
60	10.4
61	0.6
62	0.6
63	0.5
64	16.3
65	1.5
66	1.4
67	3.9
68	0.4
69	1
70	0.1
71	2.2
72	1.2
73	0.7
74	0.3
75	0.3
76	0.1
77	0
78	0.1
79	1.7
80	0.1
81	0.1
82	0
83	13.3
84	0
85	0.5
86	0.3
87	0.7
88	2.9
89	0.2
90	0.7
91	1.3
92	2
93	1.4
94	2.8
95	0.7
96	2
97	5
98	2.2
99	0.1
100	1.9
101	0.2
102	0.4
103	0.9
104	1.6
105	0.6
106	0.5
107	0.2
108	0
109	0.7
110	3.1
111	0
112	0.4
113	18.6
114	0.5
115	0.6
116	0.5
117	0
118	0.6
119	0
120	0.3
121	0.1
122	3.8
123	1.6
124	0.4
125	0.3
126	1.4
127	0.2
128	0
129	1
130	0.9
131	5
132	0.1
133	0
134	4
135	1.1
136	0.5
137	0.1
138	0.5
139	0.2
140	0.5
141	1.1
142	0.2
143	0
144	0.4
145	19.3
146	0.4
147	0.6
148	0.1
149	0.2
150	0.6
151	0
152	1.1
153	0.1
154	2.3
155	0
156	1.8
157	0.3
158	0.8
159	3.2
160	1.9
161	1.6
162	0.1
163	0.1
164	0.1
165	0
166	0.1
167	0.1
168	0
169	0
170	0.6
171	0.9
172	0.2
173	0.1
174	44.1
175	0.1
176	0.9
177	2.6
178	2.7
179	0.4
180	0.2
181	0
182	6.6
183	0
184	0.2
185	0.3
186	1.5
187	0.2
188	0.1
189	0.1
190	0.3
191	0.2
192	0.3
193	8.6
194	0.7
195	0
196	0.4
197	1.6
198	0.3
199	0.3
200	19.8
201	20.1
202	0.1
203	0.1
204	10.8
205	1.4
206	1.2
207	1.7
208	0.5
209	0.4
210	0.4
211	0.5
212	0.3
213	1.6
214	0.1
215	0.2
216	2.3
217	0.3
218	0.1
219	0.1
220	12.9
221	0
222	0.1
223	3.6
224	0
225	5.9
226	0.1
227	1.2
228	1.2
229	0.4
230	6.3
231	1
232	0.1
233	1.7
234	8.8
235	6.3
236	0.3
237	0.7
238	0.4
239	0.1
240	0.4
241	0
242	1.2
243	0
244	0.4
245	0.6
246	0.4
247	0
248	0
249	1.2
250	0.6
251	0.1
252	1.2
253	0.3
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0.2
262	0
263	0
264	0
265	0
266	0.2
267	0.9
268	1.1
269	1.7
270	0
271	0.4
272	0
273	0.4
274	8.8
275	0
276	0
277	0.2
278	0
279	6.5
280	0
281	0
282	0.5
283	0.2
284	0.2
285	0
286	0
287	1
288	0.1
289	0.3
290	0.4
291	4.8
292	0.3
293	8.8
294	4.3
295	0.1
296	1.4
297	0.4
298	0
299	0
300	1.9
301	0.2
302	1.8
303	0.5
304	0.1
305	0.8
306	0.3
307	2.7
308	0.1
309	0.4
310	0.6
311	0.4
312	3.6
313	0.7
314	2
315	0.4
316	0.8
317	0
318	1
319	0
320	0.6
321	1.3
322	0.3
323	0.5
324	0.1
325	0
326	0.7
327	0.1
328	0.3
329	1.3
330	0
331	2.6
332	0.1
333	2.7
334	0.3
335	0.1
336	0.4
337	0
338	2.8
339	2
340	0.1
341	3.3
342	8.8
343	2
344	5.5
345	0.3
346	0
347	0.1
348	0.3
349	0.3
350	0.3
351	0.3
352	0.4
353	0.2
354	0.4
355	0
356	0.3
357	0.4
358	0.7
359	0
360	0.2
361	0.7
362	0.2
363	0.2
364	0.4
365	0.3
366	1.2
367	8.8
368	2.1
369	0
370	0.1
371	0.4
372	7.3
373	0.4
374	9.2
375	0.8
376	0.4
377	0.1
378	3.5
379	0
380	0.2
381	0
382	0
383	3
384	46.7
385	0
386	9.2
387	10.7
388	6.6
389	6.1
390	12.3
391	5.3
392	4.9
393	0
394	1
395	0
396	0
397	9.2
398	25.1
399	0.2
400	23.6
401	0.1
402	0
403	0
404	0
405	6
406	0.8
407	0.2
408	0
409	0
410	8.4
411	0.2
412	0
413	0.7
414	0
415	0
416	0.2
417	0
418	0
419	3.7
420	0
421	0.5
422	0
423	0.9
424	2.6
425	0.9
426	0.5
427	2.5
428	0.6
429	0.1
430	1.2
431	0
432	0.6
433	14.3
434	5.8
435	0.6
436	15.5
437	15.6
438	12.2
439	0
440	0.1
441	4.6
442	13.6
443	0.8
444	0.5
445	9.6
446	7.5
447	2.4
448	1.3
449	1.6
450	0.6
451	0
452	1.6
453	15.7
454	8.3
455	7.6
456	5.5
457	0.4
458	0.7
459	0.8
460	0.4
461	4.4
462	0.3
463	38.3
464	18.3
465	2.4
466	0.5
467	1
468	19.4
469	0.6
470	10.8
471	8.4
472	0.1
473	5.3
474	11.4
475	6.5
476	6.5
477	0.6
478	3
479	7.5
480	0.1
481	0
482	0.5
483	1.2
484	2.4
485	8.2
486	0
487	0.5
488	2.2
489	0
490	2.3
491	1.5
492	1
493	2.3
494	0.6
495	0
496	0
497	0.4
498	1.4
