"COMID"	"Value"
1	58
2	71.7
3	10.5
4	1.7
5	21.4
6	0
7	1.9
8	1.6
9	48.3
10	0
11	3.3
12	18
13	0
14	137.5
15	0.9
16	10.4
17	29
18	1.9
19	5.2
20	121.7
21	8.6
22	18.2
23	0
24	0.5
25	7.5
26	17.2
27	1.1
28	11.6
29	2
30	0
31	269.6
32	3.4
33	18
34	19.5
35	1.4
36	1.4
37	175.9
38	0
39	3.1
40	70.2
41	110.1
42	3.7
43	89
44	2.5
45	118.8
46	56
47	1.1
48	26.2
49	11.3
50	81.8
51	1.1
52	11
53	0.7
54	14.7
55	15.5
56	200.6
57	80.9
58	50.1
59	17.7
60	21.6
61	0.5
62	0.5
63	6.4
64	217.1
65	1.3
66	18.3
67	76.8
68	0.7
69	19.6
70	0.1
71	12.4
72	13.5
73	0.7
74	0.3
75	0.3
76	0.1
77	0
78	0.2
79	38.1
80	0.1
81	0.3
82	0
83	203.7
84	0
85	5.2
86	0.7
87	0.6
88	2.6
89	0.5
90	1.2
91	1.4
92	33.2
93	15.3
94	2.7
95	1.3
96	2.1
97	99.3
98	12.4
99	0.1
100	39.2
101	2
102	3.2
103	0.8
104	20.3
105	0.6
106	6.6
107	0.3
108	0
109	0.7
110	3.1
111	0
112	3.9
113	238.8
114	5.3
115	1.3
116	1.9
117	5.3
118	12
119	0
120	0.4
121	0
122	43.4
123	20.3
124	8
125	2.1
126	22
127	0.3
128	15.4
129	1
130	1.7
131	6.2
132	0.1
133	4.3
134	44.2
135	22
136	1.1
137	28.3
138	0.5
139	0.2
140	2
141	2.5
142	0.2
143	0
144	0.4
145	239.6
146	7.4
147	9.6
148	33.1
149	3.8
150	112.7
151	0
152	17.8
153	0.1
154	41.7
155	0
156	3
157	62
158	0.8
159	2.3
160	15
161	2.9
162	0.1
163	0.1
164	0.1
165	0
166	0.1
167	9.7
168	0
169	4
170	2.8
171	0.5
172	0.2
173	0.1
174	227
175	0
176	13.9
177	1.9
178	48
179	6
180	0.2
181	0
182	60.3
183	0
184	0.2
185	0.3
186	4.4
187	1.2
188	0.1
189	0.1
190	1.2
191	0.2
192	4.3
193	65.2
194	9.1
195	0
196	0.4
197	1.3
198	0.3
199	4.6
200	240.1
201	240.4
202	0.1
203	0.1
204	68.6
205	2.3
206	21.5
207	4.6
208	6
209	5.6
210	0.2
211	11.5
212	46.2
213	29.5
214	0.1
215	26
216	36.7
217	0.1
218	0.1
219	0.4
220	71.5
221	0
222	9.5
223	30.4
224	0
225	91
226	25.7
227	21.5
228	24.7
229	0.4
230	92.5
231	1
232	0.4
233	11.7
234	11.2
235	92.5
236	3.7
237	0.2
238	1.5
239	4.2
240	0.6
241	3.7
242	21.5
243	0
244	2.5
245	13.4
246	3.1
247	0
248	0
249	21.5
250	3.6
251	20.4
252	7.3
253	1.1
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	4.5
262	14
263	0
264	0
265	0
266	4.5
267	6
268	5
269	11.7
270	0
271	0.3
272	2.6
273	2.9
274	11.2
275	11.4
276	0
277	0.2
278	8.2
279	93
280	1
281	4.6
282	3.1
283	0.2
284	0.2
285	0
286	1.5
287	8.1
288	0.1
289	0.3
290	0.4
291	26.4
292	0.2
293	11.2
294	25.4
295	0.1
296	5.6
297	3
298	0
299	0
300	17.2
301	0.2
302	16.5
303	1.9
304	0.1
305	4.7
306	0.3
307	23.4
308	0.1
309	0.4
310	1.6
311	3.7
312	28.9
313	2.5
314	7.6
315	0.4
316	0.7
317	0
318	3.2
319	0
320	3.8
321	1.2
322	0.7
323	3.1
324	0.1
325	0
326	2.2
327	0.1
328	0.3
329	1.2
330	0
331	8.1
332	0.1
333	8.2
334	0.3
335	0.1
336	0.4
337	0
338	8.3
339	5.2
340	0.1
341	8.8
342	11.2
343	5.2
344	28.6
345	0.3
346	0
347	0.1
348	0.3
349	0.3
350	0.3
351	0.3
352	0.4
353	0.1
354	0.4
355	0
356	0.3
357	0.3
358	0.7
359	0
360	0.2
361	0.7
362	0.2
363	0.2
364	0.3
365	0.2
366	1.2
367	11.2
368	11.3
369	0
370	0.1
371	0.3
372	30.4
373	0.5
374	11.5
375	8.4
376	12.9
377	0.1
378	20.3
379	0
380	0.2
381	0
382	0
383	3.3
384	56
385	0
386	11.5
387	26.2
388	9.8
389	9
390	27.4
391	22.2
392	6.1
393	0
394	1
395	0
396	0
397	11.5
398	55.6
399	0.2
400	54.1
401	0.1
402	0
403	0
404	0
405	8.2
406	17.7
407	0.2
408	0
409	0
410	14.2
411	0.1
412	0
413	14.8
414	0
415	0
416	0.2
417	0
418	0
419	6
420	0
421	0.4
422	0
423	11.9
424	46.5
425	1
426	0.4
427	47.5
428	6.8
429	0.1
430	18.7
431	0
432	0.6
433	19.7
434	59.3
435	0.6
436	21
437	21.1
438	16.3
439	0
440	0.1
441	77.1
442	134.7
443	4.1
444	0.5
445	12
446	60.1
447	4
448	2.6
449	1.6
450	0.8
451	0
452	40.9
453	21.2
454	47.1
455	46.4
456	6.2
457	0.7
458	51.3
459	24.7
460	0.4
461	57.2
462	1.1
463	221.3
464	238.2
465	29.1
466	0.8
467	18.7
468	239.7
469	0.9
470	68.6
471	65
472	0.1
473	89.2
474	69.1
475	93
476	93
477	2.7
478	6.2
479	100.9
480	0.3
481	0
482	0.8
483	4.7
484	2.5
485	101.6
486	0
487	2.2
488	5.8
489	0
490	6.1
491	22
492	1.1
493	6.1
494	16.4
495	0
496	0
497	0.9
498	7
499	0
500	0.5
501	12.7
502	20.1
503	0.9
504	1.2
505	0.7
506	2.8
507	1.5
508	7.1
509	6.4
510	14.5
511	43.5
512	12.8
513	0
514	0.4
515	0
516	1.3
517	3.2
518	0.4
519	0.8
520	0
521	42
522	0.8
523	0
524	1
525	9.2
526	59.6
527	5.1
528	60.1
529	1
530	5.7
531	2.2
532	0.8
533	5.6
534	51.6
535	15
536	0.2
537	0
538	0
539	0.1
540	0.6
541	30.1
542	2.4
543	13.8
544	1
545	1
546	2
547	2.4
548	0
549	0
550	65.5
551	33.2
552	2.6
553	0.3
554	1
555	67
556	2.7
557	0.6
558	0
559	7
560	1.4
561	0.1
562	1.9
563	0
564	36.1
565	7.1
566	1.4
567	1
568	5.4
569	14.8
570	0
571	0.1
572	102.5
573	22.2
574	3.5
575	1
576	102.5
577	0
578	7
579	16.9
580	95.4
581	138.6
582	27.1
583	4.7
584	3.5
585	0
586	5.3
587	2.5
588	73.2
589	5.8
590	0
591	2.7
592	11.2
593	94.1
594	1.4
595	36
596	0.6
597	138.6
598	25.5
599	1.7
600	0.5
601	2.4
602	0
603	0.1
604	45.1
605	0
606	4.8
607	27.9
608	1.1
609	0
610	1.6
611	0.3
612	0
613	0
614	3.8
615	0
616	0
617	35.7
618	35.9
619	35.5
620	35.5
621	15.3
622	8.3
623	17
624	7.6
625	30
626	0.5
627	87.5
628	0.8
629	2.2
630	3.9
631	1.5
632	35.8
633	3.2
634	0
635	6.2
636	1.6
637	4.9
638	46.8
639	51.1
640	0
641	73.7
642	0
643	23.5
644	0
645	0
646	3.6
647	32.2
648	0.1
649	5
650	0.7
651	8.1
652	0.6
653	0
654	1.5
655	0
656	5
657	31.2
658	0.3
659	7
660	0
661	0.4
662	3.4
663	15.5
664	53.2
665	5.9
666	54.8
667	51.3
668	21.8
669	0.8
670	2.4
671	33.4
672	10.9
673	5.9
674	0
675	15.7
676	52.3
677	68.7
678	1.3
679	0.8
680	0
681	19.2
682	23
683	14.2
684	20.1
685	10.7
686	9.2
687	0
688	6.9
689	36.5
690	13.2
691	54.7
692	31.8
693	1.2
694	0
695	55.5
696	23.8
697	4.2
698	9.6
699	4
700	10.4
701	0.4
702	15.2
703	27.9
704	1.6
705	7.3
706	1.2
707	7.7
708	22.1
709	11.9
710	70
711	0
712	0.1
713	4.1
714	1.2
715	124.2
716	0
717	15.1
718	9.2
719	4.4
720	38.6
721	5
722	3.7
723	6
724	8
725	66.6
726	0
727	0
728	8.4
729	55.9
730	91.2
731	0.6
732	0
733	9.8
734	4.4
735	0.2
736	3.3
737	5.1
738	6.3
739	16.1
740	15.1
741	3.1
742	0.3
743	5.5
744	0
745	0.3
746	1.9
747	4.7
748	0.3
749	40.5
750	1.5
751	63.7
752	2.6
753	12.6
754	37.6
755	11.3
756	4.2
757	2.2
758	5.9
759	1.2
760	5.6
761	0.7
762	7.4
763	3.8
764	20.4
765	103.2
766	0
767	2.5
768	2.4
769	27.3
770	3.3
771	15.3
772	9.2
773	7.7
774	8
775	0.1
776	1.1
777	49.9
778	13.5
779	0
780	23.3
781	262.7
782	98
783	20.1
784	29.9
785	57.8
786	123.5
787	35.8
788	28
789	31.6
790	91.2
791	29
792	32.5
793	392.5
794	19.9
795	48.8
796	7.5
797	24.9
798	9.2
799	52.1
800	19.3
801	405.9
802	445.6
803	85.6
804	31.5
805	463.8
806	308.8
807	15.8
808	354.5
809	48.2
810	51.5
811	497.3
812	191.3
813	330.1
814	11.7
815	13.5
816	922
817	17.7
818	25.1
819	163.1
820	394
821	7.7
822	20.6
823	910
824	229.4
825	9.6
826	52.7
827	16.5
828	28.7
829	951.8
830	32
831	1036.5
832	260.7
833	55.6
834	63.8
835	84.8
836	64.1
837	12.5
838	65.6
839	8
840	46.7
841	134
842	1114.5
843	3.3
844	23.7
845	503.4
846	17.8
847	356.6
848	15.9
849	33.9
850	131.1
851	27.1
852	30.6
853	5.6
854	22.4
855	27.6
856	18.2
857	15
858	18.4
859	521.2
860	16.1
861	78.1
862	2.2
863	661.2
864	10.9
865	107.1
866	1163.4
867	19.4
868	44.1
869	756.5
870	3
871	533.7
872	14
873	0.8
874	724.5
875	29.3
876	11.1
877	9.7
878	11.7
879	52.5
880	563.1
881	61.9
882	15.5
883	9.6
884	11.7
885	49.7
886	0.8
887	1196.6
888	15.1
889	87.3
890	74.1
891	155.2
892	29.5
893	41.8
894	1
895	96.3
896	32.6
897	12.3
898	795
899	15.8
900	62
901	633.2
902	13.4
903	28.2
904	39.3
905	10.7
906	34
907	58.5
908	1221.6
909	30.2
910	0
911	8.2
912	185
913	14.4
914	167.6
915	0
916	984.8
917	20.1
918	19.5
919	11.1
920	22.6
921	11.1
922	24.7
923	2.4
924	645.5
925	11.6
926	23.6
927	7
928	0.4
929	1394.7
