"COMID"	"Value"
1	112.5
2	76.9
3	160.8
4	143.7
5	98.2
6	13.6
7	119.3
8	122.4
9	37.4
10	4.8
11	192.8
12	48.3
13	2.7
14	205.6
15	152
16	72.1
17	46.9
18	86.6
19	155.9
20	133.7
21	97.4
22	201.1
23	1.2
24	18.9
25	157
26	66.7
27	110.1
28	94.5
29	35.8
30	99.5
31	127
32	73.9
33	206.4
34	17.8
35	79
36	75
37	198.7
38	3.5
39	15
40	184.8
41	188.6
42	61.3
43	186.3
44	105.9
45	44
46	3
47	37.6
48	199.5
49	142.6
50	37.6
51	19.3
52	7.2
53	89.9
54	181.5
55	188.6
56	120.5
57	145.2
58	17.4
59	60.4
60	23.6
61	55.7
62	52.1
63	108.8
64	91.7
65	27.9
66	38.7
67	181.7
68	33.5
69	32.3
70	20.8
71	6.9
72	170.5
73	23.9
74	95.7
75	42.4
76	50.8
77	33.3
78	22.7
79	155.4
80	33.6
81	44.9
82	16
83	145.9
84	1.5
85	149
86	46.8
87	20.1
88	19.9
89	17.3
90	84.1
91	35.6
92	168.8
93	138.1
94	56.1
95	103.9
96	4.6
97	149.7
98	0.3
99	27.1
100	160.8
101	78.7
102	115.1
103	9.7
104	27.7
105	11.3
106	161.6
107	26.7
108	1.2
109	4.4
110	3.5
111	5.1
112	139.9
113	5.9
114	125.4
115	68.5
116	50.7
117	161.6
118	228.3
119	0.3
120	53.2
121	4.2
122	124.7
123	7
124	163.2
125	124.7
126	193.7
127	46.8
128	192.9
129	6.1
130	26.2
131	11
132	3.2
133	167.2
134	105.6
135	193.2
136	92.3
137	154.6
138	8
139	4.7
140	123.5
141	84.4
142	6
143	0.4
144	69.6
145	2.2
146	139.7
147	113.1
148	126.6
149	190.9
150	134.6
151	37.4
152	144.2
153	3.2
154	145
155	7.2
156	30.1
157	112.5
158	8
159	20.1
160	164
161	23.6
162	1.3
163	5
164	11.5
165	0.5
166	0.8
167	167
168	0.8
169	151.9
170	128.2
171	36.5
172	8.5
173	25
174	3.9
175	7
176	161.8
177	16.5
178	108.5
179	159.8
180	1.6
181	4.3
182	69.7
183	17.2
184	0.7
185	3.3
186	64.8
187	95.5
188	0.7
189	1.1
190	69.6
191	1.1
192	122
193	11.9
194	127.1
195	25.6
196	1.6
197	15.2
198	0.8
199	166.9
200	1.4
201	0.6
202	7.5
203	2.8
204	3.3
205	6.1
206	48.9
207	33.6
208	153.5
209	165.5
210	41.1
211	119.6
212	132.2
213	138.7
214	4.3
215	147.1
216	92.3
217	10.1
218	30.6
219	42.3
220	5
221	2.3
222	154.8
223	134
224	4.8
225	50.3
226	159.2
227	11.1
228	113.1
229	2.8
230	24.7
231	22.3
232	62.7
233	144.5
234	1.8
235	11.4
236	101.3
237	8.6
238	40.5
239	127.7
240	63.8
241	142.8
242	2.7
243	0.3
244	156.4
245	104
246	127.8
247	11.4
248	6.7
249	2.6
250	150.3
251	142.1
252	130.4
253	61.7
254	3.3
255	1.8
256	36.9
257	2.3
258	37
259	12.8
260	5.1
261	102.9
262	138.8
263	11.9
264	1.4
265	1.3
266	89.9
267	139.4
268	94.9
269	161
270	1
271	41.2
272	117.9
273	118
274	0.6
275	134.5
276	2.7
277	2.3
278	138.9
279	1.7
280	131.7
281	121.2
282	111.7
283	2
284	30.5
285	2.3
286	144.6
287	122.1
288	15.4
289	3.6
290	0.9
291	51.9
292	24.1
293	0.5
294	89.4
295	0.8
296	67.1
297	120.8
298	1.1
299	10.9
300	116.4
301	0.9
302	119.3
303	65
304	28.5
305	99.6
306	37.1
307	106.7
308	21.2
309	10.6
310	57.5
311	85.1
312	97
313	66.9
314	25.5
315	1.9
316	2.3
317	0.5
318	30
319	1.9
320	102.3
321	1.3
322	50
323	86.4
324	11.2
325	2.2
326	84.4
327	9.1
328	7.6
329	2.1
330	2.8
331	4.3
332	0.8
333	0.6
334	3
335	7.4
336	0.7
337	2.7
338	0.7
339	14.9
340	11.5
341	0.5
342	0.3
343	2.8
344	17.5
345	14.2
346	3
347	2.4
348	28.9
349	19.7
350	1.4
351	4.8
352	3.1
353	28.7
354	14.7
355	2.1
356	3.1
357	1
358	11
359	1
360	10.9
361	4.2
362	9.7
363	6.6
364	0.7
365	8.3
366	29.9
367	0.2
368	134.3
369	0.1
370	29.4
371	1.2
372	4.5
373	34.5
374	0.4
375	121.9
376	45.1
377	38.3
378	31
379	0.8
380	37.9
381	0.1
382	1.1
383	34.7
384	1
385	1.3
386	0.3
387	128.2
388	6.6
389	8.1
390	112.1
391	8.2
392	20.7
393	0.9
394	12.3
395	1.2
396	2.7
397	1.3
398	5.6
399	10.3
400	7.9
401	66.1
402	1.1
403	6.4
404	0.8
405	6.7
406	213.9
407	6.4
408	1
409	1.1
410	111.9
411	73.5
412	2
413	203.2
414	2.5
415	2.8
416	0.9
417	1.7
418	1.2
419	59.5
420	1.1
421	7.3
422	4.6
423	66.5
424	131.7
425	99.8
426	3
427	179.1
428	113.6
429	55.1
430	160.8
431	4.1
432	11.5
433	67.3
434	18.6
435	3.8
436	33.8
437	18
438	82.4
439	2.8
440	32.6
441	164.7
442	8.9
443	85.2
444	17.5
445	135.7
446	2.3
447	123.7
448	99.3
449	1.9
450	31.6
451	6.8
452	124.7
453	6.1
454	2.9
455	114.2
456	1.6
457	75.7
458	142.2
459	91.6
460	16.6
461	158.2
462	127.9
463	13.7
464	9.8
465	123.6
466	11.4
467	150
468	1.5
469	37.3
470	4.3
471	11.4
472	45.9
473	63.8
474	3.9
475	17.7
476	1.4
477	141.5
478	0.9
479	62.3
480	70.6
481	6.2
482	6
483	91.2
484	3.9
485	27.7
486	23.3
487	75.8
488	28.9
489	4.4
490	24.9
491	175
492	74
493	7.1
494	329.4
495	24.9
496	2.1
497	115.7
498	83.4
499	5.4
500	101.8
501	206.1
502	295.4
503	3.9
504	6.4
505	45.3
506	91.5
507	55.6
508	41.6
509	82.9
510	210.8
511	153.5
512	191.9
513	2
514	51.2
515	3.4
516	8.6
517	98.2
518	18.9
519	37.5
520	35.5
521	160.2
522	4
523	1.2
524	116.6
525	161
526	44.2
527	198.5
528	0.6
529	3.2
530	161.7
531	68
532	167.2
533	205.1
534	49.2
535	206.5
536	101.4
537	25.6
538	9.3
539	14.8
540	2.5
541	92.9
542	56.6
543	82.2
544	4.8
545	32.6
546	90.3
547	43.6
548	26.4
549	45.1
550	10.6
551	71.6
552	47.3
553	8.6
554	2.3
555	1.3
556	56.4
557	29.7
558	29.8
559	127
560	64.5
561	30.2
562	54.6
563	1.7
564	30.2
565	141.1
566	53.8
567	1.5
568	48.2
569	62.4
570	0.7
571	29.9
572	40.3
573	25.9
574	59.2
575	1.1
576	19.9
577	6.4
578	130.4
579	194.4
580	36.6
581	6.1
582	48.8
583	0.3
584	0.2
585	30.2
586	43.6
587	57.1
588	15
589	35.2
590	1.2
591	51
592	286.1
593	38
594	60.7
595	47.4
596	0.2
597	0.6
598	5.1
599	58.6
600	41.7
601	9.9
