"COMID"	"Value"
1	0.4
2	0
3	0.2
4	0.1
5	0.6
6	0.4
7	3.7
8	0
9	0.2
10	0.6
11	0.3
12	0.2
13	0
14	0.1
15	0
16	0.4
17	1.2
18	1.3
19	2.8
20	0.2
21	0.2
22	0
23	0.6
24	0.2
25	0.5
26	0.1
27	0.1
28	0.5
29	0.4
30	0
31	0.3
32	0.4
33	0.1
34	0.2
35	0.3
36	0.4
37	0.1
38	0.7
39	0
40	0.4
41	0.1
42	0.9
43	1.3
44	0.4
45	0.2
46	0
47	0.3
48	0
49	0.2
50	0
51	0
52	0.1
53	0.4
54	0
55	0
56	0.2
57	0.5
58	0
59	0.3
60	0.1
61	0.5
62	0.3
63	1.5
64	0.1
65	0.4
66	0.1
67	0.1
68	0.5
69	0.1
70	0
71	0.7
72	0
73	0.1
74	1
75	0
76	0
77	0.4
78	0.3
79	0
80	0.1
81	0.6
82	0.6
83	0.1
84	0.9
85	0
86	0.7
87	0.2
88	0.1
89	0.1
90	0.1
91	0.1
92	0.1
93	0
94	0.1
95	2.7
96	0
97	0.1
98	1.3
99	0
100	0
101	0.5
102	0
103	0
104	0.1
105	0.1
106	0.1
107	0
108	1
109	0.2
110	0.1
111	0.9
112	0.7
113	0
114	0.6
115	0.1
116	0.7
117	0.4
118	0.1
119	0
120	0
121	0.1
122	0
123	0.8
124	0.1
125	0.7
126	0.2
127	0.1
128	0.4
129	0.1
130	0.1
131	0.4
132	0
133	0.9
134	0
135	0.1
136	0.6
137	1.4
138	0.1
139	0
140	0
141	0
142	0.1
143	0.1
144	0
145	0.2
146	0.9
147	1.9
148	3
149	0.1
150	0.8
151	0.2
152	0.1
153	0
154	0
155	0.8
156	0.1
157	1.8
158	0.1
159	0.2
160	0.1
161	0
162	0.3
163	0
164	0.2
165	0.1
166	0.2
167	0.4
168	0
169	0.7
170	0.1
171	0.8
172	0.3
173	0
174	0.1
175	0.1
176	0.4
177	0.1
178	0
179	0.1
180	0.1
181	0.7
182	0.1
183	0.1
184	0.1
185	0.3
186	0
187	0.1
188	0.1
189	0
190	0.1
191	0
192	0
193	0.1
194	0.1
195	0.2
196	0.1
197	0
198	0
199	0
200	0
201	0
202	0.3
203	0.2
204	0.1
205	0.3
206	0.2
207	0
208	0.2
209	0
210	0.6
211	0.7
212	0.4
213	0
214	0.2
215	0.4
216	0
217	0
218	0.1
219	0.1
220	0.1
221	0
222	0.2
223	0.4
224	0
225	0.2
226	0
227	0
228	0
229	0.1
230	0.1
231	0.1
232	0
233	0.3
234	0
235	0
236	0
237	0.1
238	0
239	0.2
240	0.6
241	0
242	0.2
243	0
244	0.8
245	0
246	0.2
247	0.1
248	0.1
249	0
250	0.4
251	0.4
252	2.9
253	0
254	0.1
255	0.1
256	0
257	0.1
258	0
259	0.1
260	0
261	0
262	0.6
263	0
264	0
265	0
266	0
267	0.1
268	0.8
269	0.3
270	0
271	0.6
272	0.3
273	0.1
274	0
275	0.7
276	0
277	0
278	0.8
279	0
280	0.3
281	0.3
282	0
283	0
284	0
285	0.3
286	0.7
287	4.7
288	0
289	0
290	0
291	0.2
292	0
293	0
294	1.9
295	0
296	0
297	0.2
298	0.4
299	0.2
300	0.1
301	0.1
302	0.1
303	0
304	0
305	0
306	0
307	0
308	0.6
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0.8
327	0
328	0
329	0
330	0.8
331	0.1
332	0
333	0.1
334	0
335	0.3
336	0.1
337	0
338	0.1
339	0
340	0
341	0
342	0
343	0
344	0.4
345	0.1
346	0.1
347	0.1
348	0.2
349	0.2
350	0.1
351	0.2
352	0
353	0.6
354	0.2
355	0
356	0.1
357	0.1
358	0.2
359	0
360	0.2
361	0.1
362	0.1
363	0.2
364	0
365	0.2
366	0.7
367	0
368	2.6
369	0
370	0.3
371	0
372	2.1
373	0.3
374	0
375	0.9
376	0.9
377	0.3
378	0.2
379	0
380	0.2
381	0
382	0.1
383	0.4
384	0.1
385	0.1
386	0
387	2.4
388	0.2
389	0.2
390	1.6
391	1.5
392	0.5
393	0
394	0.5
395	0.1
396	0.1
397	0
398	1.6
399	0.1
400	0.5
401	0.8
402	0
403	0.1
404	0
405	0.2
406	1.5
407	0.1
408	0
409	0
410	1.2
411	1
412	0.2
413	2.4
414	0.1
415	0
416	0.1
417	0
418	0.1
419	0.4
420	0.1
421	0.1
422	0
423	0.6
424	0.6
425	2
426	0
427	2.6
428	0.5
429	0.7
430	3.2
431	0.1
432	0
433	3.4
434	0
435	0
436	0.9
437	0.2
438	10.4
439	0.1
440	3.3
441	1.9
442	0.1
443	0.3
444	0
445	11.2
446	0
447	13
448	14.1
449	0
450	0.2
451	0.2
452	0.7
453	0.1
454	0.1
455	0
456	0.1
457	8.2
458	0.1
459	2.1
460	0.5
461	0.3
462	4.8
463	0
464	0
465	0
466	0.9
467	1.6
468	0.2
469	0.5
470	0.3
471	0.1
472	3.2
473	0
474	0
475	0
476	0
477	2.7
478	0
479	0.4
480	1
481	0.3
482	0
483	1.5
484	0.1
485	0.6
486	0.6
487	0.2
488	0
489	0.2
490	0.1
491	1
492	0.5
493	0.1
494	1.1
495	0
496	0.1
497	0.2
498	0.4
499	0.1
500	0.1
501	0.5
502	0.9
503	0.2
504	0.2
505	0.1
506	0.1
507	0.5
508	0.1
509	0
510	0.3
511	0.3
512	0.2
513	0.2
514	0.1
515	0.2
516	0.3
