"COMID"	"Value"
1	48.5
2	7.7
3	81.8
4	55.1
5	15.6
6	1.8
7	104.9
8	12.7
9	0.4
10	0.5
11	77.4
12	0.2
13	0.5
14	67.5
15	12.6
16	0.5
17	50.5
18	65.3
19	60.9
20	57.7
21	16.6
22	80
23	0.2
24	0.3
25	25.6
26	18.6
27	15.4
28	19.9
29	0.3
30	13.6
31	46.2
32	18.4
33	80.1
34	0.2
35	23.7
36	0.4
37	44.6
38	0.6
39	0.1
40	0.6
41	62.6
42	7.7
43	0.4
44	20.2
45	5.8
46	0.6
47	16.9
48	73
49	15.8
50	14.2
51	0.2
52	2.6
53	0.8
54	65.6
55	57.8
56	44.4
57	0.3
58	0.2
59	4.9
60	0.2
61	0.4
62	0.6
63	44.6
64	9.4
65	0.4
66	12.8
67	51.2
68	19.7
69	3.6
70	5.7
71	1.8
72	32.3
73	0.1
74	73.9
75	6
76	3.8
77	13
78	2.8
79	52.6
80	2.5
81	10.9
82	6.3
83	17.3
84	0.3
85	26.4
86	26.7
87	0.2
88	0.2
89	1.6
90	10.1
91	12.8
92	60.1
93	34.3
94	0.6
95	94.1
96	1.2
97	43.6
98	0
99	3.3
100	55.1
101	26
102	15.6
103	0.2
104	8.6
105	3
106	41.2
107	3.3
108	0.3
109	1.3
110	0.8
111	1.2
112	38.2
113	0.7
114	38.3
115	10.3
116	26.9
117	21.5
118	26.7
119	0
120	6.8
121	1.7
122	26
123	1.5
124	19.7
125	44.6
126	60.6
127	21.1
128	23.3
129	0.1
130	8.5
131	4.8
132	0.6
133	21.3
134	20.6
135	19.2
136	35.1
137	25.1
138	0.8
139	0.5
140	14.7
141	7.6
142	1.8
143	0.2
144	5
145	0.4
146	18.1
147	47
148	26.7
149	19.1
150	31.4
151	9.8
152	16.5
153	0.7
154	12.9
155	1.2
156	6.2
157	29.5
158	1.4
159	8.7
160	37.4
161	3.5
162	0.9
163	2.3
164	3.7
165	0.2
166	0.9
167	20.2
168	0.2
169	21.1
170	23.7
171	17.8
172	3.1
173	5.3
174	0.9
175	3
176	62.9
177	9.1
178	9.3
179	16.1
180	0.9
181	0.4
182	9.6
183	2.3
184	1
185	1.1
186	13.4
187	6.7
188	1
189	1.1
190	18.1
191	1.1
192	11.6
193	1.5
194	55.2
195	4.9
196	1
197	9
198	1.2
199	14.3
200	1
201	1
202	1.8
203	1
204	1.4
205	1.7
206	9.6
207	21.5
208	54.3
209	13.7
210	17.3
211	43.8
212	24.6
213	10.9
214	1.2
215	17.4
216	6.4
217	5.7
218	2.6
219	3.6
220	1.2
221	0.2
222	17.7
223	42.4
224	0.2
225	3
226	15.2
227	1.5
228	12.3
229	1.4
230	17.9
231	10.5
232	4.5
233	37
234	0.4
235	10.1
236	9.1
237	4.1
238	1.5
239	15.6
240	32.9
241	12.2
242	0.2
243	0.2
244	31.5
245	12.5
246	30.5
247	7.5
248	4.7
249	0.1
250	29.5
251	15.1
252	14.8
253	6.2
254	1.7
255	0.9
256	32.1
257	1
258	9.7
259	7.4
260	2.9
261	11.2
262	13
263	9.5
264	0.5
265	0.8
266	8.4
267	23.8
268	7.5
269	28.2
270	0.4
271	23.1
272	9.2
273	24
274	0.1
275	10.2
276	0.2
277	1.2
278	8.8
279	0.6
280	7.5
281	7.2
282	17.7
283	0.5
284	20.2
285	0.2
286	5.4
287	17.6
288	8.5
289	1
290	0.3
291	3.2
292	9.9
293	0.1
294	7.5
295	0.2
296	13
297	8.3
298	0.1
299	8
300	6.7
301	0.4
302	10.6
303	8.1
304	5.6
305	11.1
306	15.1
307	7.9
308	17.7
309	0.7
310	3.5
311	9.9
312	6.8
313	5.8
314	5.7
315	0.7
316	0.6
317	0.1
318	11.5
319	0.1
320	8.1
321	0.2
322	6.5
323	15.2
324	1
325	0.2
326	4.5
327	1
328	1.2
329	0.3
330	0.2
331	0.3
332	0.3
333	0.2
334	0.6
335	7.5
336	0.3
337	0.3
338	0.3
339	3.6
340	1.5
341	0.4
342	0.1
343	0.7
344	8.5
345	3.3
346	1.8
347	0.6
348	11.6
349	5.8
350	0.4
351	0.8
352	0.8
353	24.7
354	4.3
355	0.1
356	1.1
357	0.8
358	3.7
359	0.1
360	3.9
361	1
362	3.9
363	3.8
364	0.1
365	9.3
366	0.8
367	0.1
368	69.6
369	0
370	22.6
371	0.1
372	0.1
373	1.1
374	0.2
375	6.7
376	0
377	18.4
378	1.1
379	0.1
380	14
381	0.1
382	0.1
383	38.8
384	0.2
385	1
386	0.2
387	70.8
388	4.3
389	4
390	73.5
391	0.4
392	8.2
393	0.5
394	0.5
395	0.1
396	1.6
397	0.5
398	0.4
399	2.1
400	0.3
401	17.3
402	0.3
403	1
404	0.1
405	0.2
406	21.3
407	0.6
408	0.2
409	0.1
410	20
411	9.4
412	1.3
413	28.3
414	0.5
415	1.4
416	0
417	0.4
418	0.1
419	2.7
420	0.1
421	0.4
422	2.4
423	21.9
424	15.2
425	137
426	0.9
427	6.9
428	13.7
429	4.8
430	9.4
431	0.4
432	0.7
433	116.9
434	0.8
435	0.2
436	32.5
437	1.3
438	269
439	0.2
440	10.6
441	6
442	0
443	10.2
444	1
445	463.3
446	0.2
447	474.9
448	391.1
449	0
450	1.5
451	0.4
452	61.9
453	0.5
454	0
455	3.1
456	0.1
457	36.7
458	77.5
459	16.8
460	0.6
461	39.7
462	104.9
463	4.6
464	1.5
465	38.3
466	1.1
467	3.4
468	0.8
469	0.3
470	1.2
471	3.5
472	12.1
473	5.9
474	1.4
475	11.3
476	0.7
477	111.5
478	0.5
479	0.9
480	35.5
481	0.4
482	0.5
483	64.9
484	0.1
485	0.2
486	4.4
487	1
488	16
489	0.4
490	10.5
491	1.8
492	43.9
493	1.2
494	21.2
495	9
496	0.3
497	11
498	0.4
499	0.9
500	6.5
501	0.5
502	21
503	0.1
504	0.1
505	1.6
506	4.7
507	10.6
508	1.2
509	3.7
510	0.7
511	9.4
512	9.6
513	0.3
514	1.6
515	0.8
516	0.4
517	12.3
518	1
519	2.1
520	7.2
521	0.2
522	0.2
523	0.6
524	51.1
525	0.2
526	1.2
527	0.4
528	0.1
529	1
530	36.3
531	21
532	88.9
533	0.3
534	0.1
535	40.3
536	43.8
537	6.6
538	1.8
539	0
540	0.2
541	11.6
542	18.4
543	0.1
544	1.8
545	10.1
546	21.5
547	0
548	9
549	16
550	0
551	8.2
552	0
553	4.8
554	1.2
555	0.1
556	0
557	1.4
558	9.4
559	9.3
560	12.9
561	12.4
562	22.3
563	1.9
564	4.3
565	8.9
566	21
567	0.1
568	17.5
569	2.7
570	1
571	13.2
572	8.5
573	0.9
574	0
575	0.1
576	27.5
577	3
578	5.7
579	5.8
580	13
581	3.2
582	0
583	0
584	0.1
585	40.2
586	0
587	19.8
588	0
589	29.1
590	1
591	0
592	5.5
593	14.2
594	1.9
595	0
596	0
597	0.8
598	0.2
599	24.1
600	0.8
601	0.2
602	0.8
603	246
604	0
605	2
606	0
607	0.1
608	0.3
609	7.3
610	0.1
611	3.8
612	7
613	0.3
614	81.3
615	1.9
616	3.2
617	41.3
618	182.9
619	1.2
620	0.8
621	0
622	93.1
623	103.8
624	83.3
625	0
626	0
627	15.3
628	0.1
629	1.8
630	37.8
631	0.1
632	244.3
633	41.3
634	0.3
635	2
636	2.2
637	1.6
638	0
639	228.4
640	2.1
641	21.2
642	1.7
643	72.2
644	5.5
645	266.4
646	38
647	0.1
648	370
649	66.6
650	0
651	43.4
652	0.1
653	0.2
654	0
655	0.2
656	0.1
657	93.7
658	7.6
659	96.4
660	8.4
661	4.6
662	50.5
663	95.3
664	0
665	0
666	0.1
667	14.1
668	48.3
669	13.9
670	0.1
671	0.1
672	0
673	61.1
674	1.8
675	38.2
676	51.3
677	21.9
678	1.3
679	0.1
680	0.4
681	52.6
682	71.2
683	62.7
684	82.8
685	0.1
686	22.3
687	0.3
688	37.6
689	0.1
690	68.1
691	4.5
692	14.5
693	1.4
694	1
695	2.8
696	62.6
697	0.1
698	82.5
699	59.9
700	32.1
701	2.1
702	64.2
703	28.7
704	50.2
705	21.8
706	1.6
707	19.1
708	48.1
709	19.8
710	51.5
711	0.5
712	15.4
713	55.5
714	0.6
715	49.6
716	2.2
717	366.6
718	54.9
719	54.1
720	29.3
721	0.1
722	17.6
723	46.7
724	74.1
725	0.1
726	0.7
727	1.1
728	21.9
729	1.8
730	54.5
731	2.9
732	0.8
733	50.5
734	22.7
735	15.9
736	1.8
737	59.6
738	29.3
739	65.1
740	74.3
741	18.8
742	483.7
743	68.7
744	0.6
745	0.4
746	21.1
747	36.8
748	0
749	77.3
750	0.5
751	16.7
752	48.5
753	36.8
754	47.8
755	66.2
756	26.3
757	117
758	79.5
759	0.1
760	18.1
761	0.2
762	18.5
763	46.1
764	13
765	21.8
766	1.2
767	98.1
768	52.9
769	85.6
770	46.3
771	43.9
772	73.9
773	11.1
774	11.8
775	3.4
776	0.8
777	15.3
778	30.7
779	0.5
780	87.9
781	48.8
782	834.2
783	795.4
784	847.9
785	848.2
786	783.2
787	829.4
788	713.8
789	778.4
790	806.8
791	770.2
792	779
793	723
794	828.4
795	863.6
796	710.3
797	861.3
798	763.6
799	758.5
800	799.6
801	687.5
802	694.4
803	796.9
804	678.7
805	735.6
806	787.9
807	604.1
808	712
809	830.2
810	864.5
811	752.6
812	817.9
813	787.9
814	760.6
815	824
816	700.8
