"COMID"	"Value"
1	75.1
2	39.9
3	105.7
4	117.7
5	39.1
6	9.9
7	111.5
8	46.9
9	1.6
10	3.9
11	139.8
12	2
13	3
14	154
15	44.7
16	7.4
17	53.5
18	66
19	142.6
20	80.6
21	67.3
22	132.8
23	1.8
24	0.6
25	87.3
26	56.2
27	60.5
28	36
29	4
30	37.3
31	81.9
32	31.2
33	153.8
34	0.5
35	69.6
36	4.2
37	125.6
38	3.2
39	0.3
40	2.4
41	148.3
42	50.5
43	2.1
44	42.9
45	30.6
46	3.1
47	13.4
48	139.8
49	83.4
50	34.2
51	0.3
52	4.2
53	5.1
54	116.3
55	114.1
56	75.9
57	1.9
58	0.2
59	47.9
60	0.4
61	2
62	2.3
63	97.7
64	50.4
65	0.9
66	23.5
67	115.5
68	10.2
69	17
70	9
71	5
72	98.5
73	0.5
74	68.5
75	15.5
76	11.7
77	27.6
78	14.1
79	95.4
80	6
81	51
82	11.7
83	79.2
84	1.4
85	76.4
86	16.9
87	0.5
88	0.6
89	9.5
90	48.8
91	48.7
92	98.4
93	64.2
94	3.2
95	95.7
96	3.7
97	81.1
98	0.4
99	14.2
100	95.1
101	58.7
102	61.5
103	0.3
104	15.8
105	10.4
106	77.3
107	17.4
108	1.2
109	4.3
110	2.4
111	3.1
112	81.9
113	2.9
114	82.5
115	37.7
116	18
117	66.7
118	69.1
119	1.1
120	20.5
121	2.8
122	45.3
123	3.3
124	47.7
125	44.3
126	97.5
127	47.7
128	68.1
129	0.2
130	15.6
131	4
132	2.3
133	63.1
134	25.9
135	53.1
136	35.3
137	58.6
138	1.7
139	1.2
140	38.8
141	40.6
142	3.6
143	1.8
144	25.1
145	1.6
146	46.8
147	91.4
148	52.9
149	54.7
150	56.1
151	20.6
152	37.2
153	1.2
154	38.5
155	2.6
156	15.5
157	50.6
158	2.5
159	7.9
160	61.2
161	12.5
162	2.3
163	2.9
164	12.5
165	0.9
166	1.8
167	58.2
168	1.3
169	57.5
170	42.2
171	20
172	9.6
173	15.7
174	1.8
175	3.7
176	97.7
177	8
178	25.2
179	47.2
180	1.7
181	1
182	15.1
183	7.8
184	1.8
185	1.8
186	22.4
187	19.5
188	1.7
189	1.7
190	25.4
191	1.8
192	36.2
193	5.7
194	103.2
195	15.1
196	1.4
197	9
198	1.9
199	58.7
200	1.6
201	2.1
202	3.2
203	1.2
204	0.4
205	2.6
206	34.6
207	17.7
208	110.8
209	64.4
210	28
211	91.1
212	57.7
213	58.7
214	1.4
215	57.1
216	33.9
217	5.6
218	5.4
219	5.9
220	1.1
221	1.3
222	64.8
223	93.5
224	1.4
225	13.9
226	58.1
227	5.1
228	48.2
229	0.3
230	21.6
231	14
232	40.2
233	96
234	1.7
235	5.8
236	45.7
237	4.2
238	14
239	49.4
240	50.1
241	54.8
242	0.2
243	0.4
244	102.9
245	45.1
246	78.7
247	4.7
248	3
249	0.6
250	95.6
251	50.9
252	48.1
253	27.2
254	1.3
255	0.5
256	22.4
257	0.7
258	20.3
259	4.8
260	2.3
261	44.1
262	48.5
263	9.7
264	0.3
265	0.3
266	35
267	83.2
268	32.6
269	97.6
270	0.2
271	33.4
272	42.6
273	71.3
274	0.6
275	44.3
276	1.4
277	0.3
278	42.8
279	0.3
280	42.4
281	42.1
282	64.1
283	0.3
284	20.7
285	0.5
286	40.9
287	46.9
288	9.6
289	0.2
290	0.1
291	14.6
292	9.6
293	0.6
294	30.8
295	0.1
296	31.6
297	49
298	0.1
299	8.3
300	43.2
301	0.2
302	56.6
303	28.5
304	8.9
305	46
306	18
307	37.5
308	20
309	3.8
310	22.4
311	36.6
312	32.5
313	30.1
314	10.7
315	0.4
316	0.4
317	0.6
318	23
319	1.1
320	31.8
321	0.2
322	21
323	32.8
324	2.6
325	1.1
326	26.4
327	1.9
328	1.6
329	0.4
330	0.9
331	1.7
332	0.3
333	0.8
334	0.7
335	6.7
336	0.6
337	1.3
338	0.7
339	6.8
340	4.1
341	0.7
342	0.6
343	1.2
344	15
345	6.9
346	1.9
347	1.2
348	17.8
349	8.1
350	0.9
351	1.8
352	1
353	32.8
354	5.5
355	1.1
356	1.2
357	1
358	4.4
359	0.8
360	4.2
361	0.8
362	3.9
363	3.1
364	0.7
365	8.5
366	7.5
367	0.6
368	136.5
369	0.4
370	33.2
371	0.7
372	0.9
373	8.9
374	0.6
375	47.3
376	0
377	38.4
378	8.6
379	0.8
380	37
381	0.4
382	0.8
383	25.1
384	2
385	1.3
386	0.6
387	138.2
388	4
389	3.6
390	126.4
391	1.6
392	6.6
393	1.6
394	2.3
395	1
396	3.2
397	1.9
398	0.4
399	9.5
400	0.7
401	51.8
402	1.4
403	3.8
404	0.7
405	0.8
406	81.9
407	4.9
408	0.8
