"COMID"	"Value"
1	36.2
2	7.9
3	69.6
4	106.5
5	8.6
6	3.6
7	81.6
8	15.9
9	0.4
10	1.1
11	125.9
12	0.3
13	3.2
14	72.5
15	17.9
16	0.3
17	42.1
18	50.7
19	82.4
20	46.8
21	37.8
22	71.9
23	0.5
24	0.3
25	46.1
26	50.3
27	29.1
28	9
29	0.3
30	17.3
31	39.2
32	8.1
33	75.3
34	0.2
35	71.9
36	0.6
37	64.9
38	1.1
39	0.3
40	0.1
41	67.7
42	27.2
43	0.3
44	7.7
45	7.8
46	3.5
47	14.2
48	72.9
49	38.3
50	20
51	0.2
52	8.2
53	0.8
54	69.5
55	68.8
56	42.7
57	0.2
58	0.2
59	16
60	0.2
61	0.5
62	0.5
63	74.1
64	24.1
65	0.3
66	25.3
67	64.6
68	15.7
69	8.8
70	5.9
71	3.7
72	54.4
73	0.1
74	60.8
75	8.4
76	6.3
77	29.6
78	6.9
79	66.3
80	3.5
81	44.4
82	14
83	44.8
84	0.8
85	47.9
86	18.1
87	0.2
88	0.2
89	2.7
90	31.4
91	44.1
92	68.1
93	52.9
94	0.4
95	74.7
96	2.1
97	57.6
98	0.4
99	8.2
100	63.5
101	54.2
102	38.6
103	0.1
104	15.8
105	5.8
106	49.2
107	7.2
108	0.8
109	1.6
110	0.8
111	2.7
112	43.2
113	0.7
114	43.3
115	29.3
116	18.1
117	15.9
118	20.5
119	0.9
120	14.8
121	5.6
122	40.2
123	3.4
124	15.8
125	27.9
126	65.4
127	70.3
128	16.8
129	0.2
130	19
131	5
132	2
133	15.8
134	30.3
135	15.4
136	27.4
137	18.1
138	1
139	0.5
140	27.8
141	21
142	5.1
143	0.8
144	10.3
145	0.8
146	14.2
147	68.2
148	18.8
149	16.8
150	21.1
151	24.3
152	13.4
153	0.5
154	12.6
155	3.3
156	14.3
157	21.4
158	1.4
159	9.1
160	49
161	11
162	1.1
163	6.3
164	9.8
165	0.7
166	0.6
167	15.7
168	1.3
169	16.5
170	39.1
171	17.9
172	6.3
173	18.5
174	0.7
